representative,date,total_sales,total_quantity,transaction_count,average_price,median_price,distinct_customers,distinct_products,distinct_cities,distributor_count,active_reps,latitude_dispersion,longitude_dispersion
Mary Gerrard,2017-11-01,31145558.0,64646.0,408,412.91421568627453,430.0,298,196,296,12,1,1.7482257688501526,1.868997780095776
Mary Gerrard,2017-12-01,10456912.0,27364.0,289,387.83391003460207,390.0,228,164,228,11,1,1.6340805189651182,1.9727318160271883
Mary Gerrard,2018-01-01,28245022.0,59417.0,572,408.77097902097904,445.0,381,212,381,17,1,1.5928622091269842,5.39254618960944
Mary Gerrard,2018-02-01,18577965.0,48343.0,599,410.8764607679466,435.0,396,221,395,16,1,1.5766017043172798,5.286681034727663
Mary Gerrard,2018-03-01,31140911.0,78381.0,672,415.33482142857144,438.0,421,223,420,20,1,1.6228386500250505,5.297970696749394
Mary Gerrard,2018-04-01,13768418.0,38470.0,504,416.24603174603175,427.0,361,205,361,16,1,1.6305372753548777,5.00896959947232
Mary Gerrard,2018-05-01,15097277.0,39282.0,543,412.35174953959483,420.0,367,217,366,17,1,1.5537451418266726,5.216928997913219
Mary Gerrard,2018-06-01,31744859.0,72078.0,578,401.7387543252595,409.0,403,222,403,21,1,1.5850714019689556,5.251334009941205
Mary Gerrard,2018-07-01,12363917.0,32175.0,663,418.09653092006033,452.0,425,231,425,17,1,1.5704902136357792,5.355443926672099
Mary Gerrard,2018-08-01,14336520.0,38927.0,585,406.12307692307695,416.0,379,216,378,16,1,1.506352226849847,5.297205208482884
Mary Gerrard,2018-09-01,27975318.0,81852.0,557,411.30700179533216,445.0,389,214,388,19,1,1.624068327366145,5.133678264602014
Mary Gerrard,2018-10-01,31715132.0,75120.0,726,414.3278236914601,436.5,442,231,442,16,1,1.6620808620017735,5.187986098353967
Mary Gerrard,2018-11-01,30548238.0,73613.0,634,414.32807570977917,445.0,404,227,403,15,1,1.5333128346847413,5.341350180001605
Mary Gerrard,2018-12-01,19714287.0,52339.0,485,411.4061855670103,438.0,336,201,335,18,1,1.5428907941380208,5.455289629771948
Mary Gerrard,2019-01-01,10075902.0,19549.0,286,447.041958041958,469.0,220,167,220,4,1,1.7077164534264806,2.0822842758935827
Mary Gerrard,2019-02-01,30162367.0,61894.0,342,428.780701754386,452.0,240,179,239,8,1,1.4670320649892927,2.0445436973819135
Mary Gerrard,2019-03-01,14006585.0,44155.0,398,400.43718592964825,414.0,279,199,279,5,1,1.4885126125959967,1.9982896241207382
Mary Gerrard,2019-04-01,9834221.0,32696.0,280,398.3,402.0,221,176,221,5,1,1.6429632879303622,2.119537293107002
Morris Garcia,2017-01-01,8495501.0,23058.0,321,416.62305295950154,445.0,248,179,248,10,1,1.7022799000396653,1.9674560812377735
Morris Garcia,2017-02-01,16035688.0,45094.0,325,417.9723076923077,445.0,233,176,232,11,1,1.6819382322671153,2.038764615565155
Morris Garcia,2017-03-01,12991577.0,33407.0,395,412.3620253164557,430.0,284,191,284,12,1,1.5983727413924038,2.119512496841533
Morris Garcia,2017-04-01,15920092.0,37339.0,289,407.75432525951555,430.0,226,168,226,13,1,1.6134428542327461,1.8888395795288144
Morris Garcia,2017-05-01,25655127.0,67807.0,399,398.18546365914784,409.0,288,192,288,14,1,1.5754981641564239,2.050076489431612
Morris Garcia,2017-06-01,25089351.0,54343.0,378,391.0925925925926,403.0,267,191,266,13,1,1.6643140625307047,1.9472438139123094
Morris Garcia,2017-07-01,18532076.0,41966.0,402,411.39800995024876,427.0,295,198,293,14,1,1.5519043738035065,1.9800613233935964
Morris Garcia,2017-08-01,19554371.0,48393.0,394,412.1040609137056,435.0,296,191,296,12,1,1.6138000540334057,1.9797590666012106
Morris Garcia,2017-09-01,19087057.0,44479.0,367,420.00544959128064,435.0,264,186,264,12,1,1.6358884921088666,1.999997464861186
Morris Garcia,2017-10-01,19216687.0,42991.0,339,419.4218289085546,430.0,255,177,254,13,1,1.5538164454220298,2.124783812504659
Morris Garcia,2017-11-01,14584116.0,37206.0,404,431.4306930693069,458.0,284,199,284,11,1,1.5928331718834607,1.925023653587897
Morris Garcia,2017-12-01,27340740.0,71985.0,300,403.31,405.5,230,168,230,13,1,1.5822605103565184,2.1073915134691266
Morris Garcia,2018-01-01,13942063.0,36478.0,576,395.68402777777777,411.5,383,220,382,16,1,1.6039237054764703,5.341747909036059
Morris Garcia,2018-02-01,17589248.0,44286.0,620,410.01774193548385,432.5,402,227,401,17,1,1.6621741373851973,5.175506843199958
Morris Garcia,2018-03-01,16338374.0,38076.0,611,411.430441898527,430.0,391,221,391,19,1,1.681845665923894,5.380218965479119
Morris Garcia,2018-04-01,19115747.0,51655.0,534,425.45880149812734,458.0,384,218,384,17,1,1.6174355653027899,5.1602943032590884
Morris Garcia,2018-05-01,13561778.0,33761.0,569,408.18101933216167,435.0,401,216,400,17,1,1.6541342496925788,5.274142837136355
Morris Garcia,2018-06-01,20282336.0,48177.0,562,397.52491103202846,420.0,388,217,387,19,1,1.6188334101326107,5.246620298751101
Morris Garcia,2018-07-01,19775863.0,46770.0,620,409.09354838709675,435.0,416,225,415,17,1,1.5442804961829661,5.378570967587597
Morris Garcia,2018-08-01,39547407.0,85970.0,583,400.44253859348197,420.0,377,218,377,16,1,1.5886832246271856,5.235253069150454
Morris Garcia,2018-09-01,23288960.0,49925.0,560,418.0017857142857,452.0,385,221,385,19,1,1.6422833697611063,5.349112251618989
Morris Garcia,2018-10-01,27428471.0,68231.0,736,431.00815217391306,453.0,463,228,462,16,1,1.6092640487666883,5.153232426451807
Morris Garcia,2018-11-01,18870320.0,49708.0,625,414.9232,445.0,422,226,422,15,1,1.6093448091656128,5.3242922981359335
Morris Garcia,2018-12-01,25189721.0,57525.0,531,402.64595103578154,408.0,355,206,355,17,1,1.5838328990013182,5.344240167942594
Morris Garcia,2019-01-01,10450053.0,23740.0,301,438.09634551495014,474.0,228,171,228,4,1,1.680354784868596,1.9239463089850364
Morris Garcia,2019-02-01,22411988.0,45640.0,335,446.97910447761194,470.0,251,183,251,7,1,1.5906029734518916,1.9738966960970847
Morris Garcia,2019-03-01,35641515.0,95480.0,364,427.46153846153845,446.5,269,195,269,4,1,1.5658991838356646,2.1171619640806107
Morris Garcia,2019-04-01,7867084.0,24758.0,254,424.0590551181102,450.0,211,154,211,4,1,1.720326760417356,1.9577499641713227
Sheila Stones,2017-01-01,9917714.0,31584.0,304,405.9046052631579,402.5,232,179,232,11,1,1.6583794103214573,2.0468328453683213
Sheila Stones,2017-02-01,12058225.0,35066.0,337,408.8813056379822,424.0,254,181,252,11,1,1.6007031162403267,2.178824603410206
Sheila Stones,2017-03-01,12138729.0,34937.0,367,396.0408719346049,414.0,266,186,266,12,1,1.5980278017049057,2.1047396884027774
Sheila Stones,2017-04-01,18917576.0,44090.0,301,402.7674418604651,414.0,242,173,242,12,1,1.6349646686245918,2.1460795287360677
Sheila Stones,2017-05-01,13806531.0,35111.0,405,393.99753086419753,404.0,281,197,281,13,1,1.6871831890140239,2.027656014785015
Sheila Stones,2017-06-01,32046512.0,84311.0,393,424.30534351145036,458.0,261,191,260,13,1,1.5545751155520937,2.0072811916367477
Sheila Stones,2017-07-01,17745687.0,42185.0,408,406.78186274509807,420.0,293,198,293,13,1,1.5516110662710714,2.068217286015467
Sheila Stones,2017-08-01,12783012.0,28667.0,368,416.1195652173913,425.5,266,189,266,11,1,1.6290033135625226,2.0326606521764687
Sheila Stones,2017-09-01,14841212.0,36490.0,322,412.27950310559004,427.0,253,177,252,12,1,1.6084626024489377,2.072463958007657
Sheila Stones,2017-10-01,24593353.0,57713.0,367,404.2452316076294,416.0,268,190,268,12,1,1.6825683499499353,2.015743204088173
Sheila Stones,2017-11-01,14153142.0,31728.0,390,403.14358974358976,415.0,280,192,280,11,1,1.614350044994265,1.986462592455602
Sheila Stones,2017-12-01,16507693.0,37161.0,307,411.0293159609121,420.0,243,173,242,12,1,1.6095465745211546,2.0696863913931844
Sheila Stones,2018-01-01,16899636.0,39428.0,567,412.8783068783069,448.0,375,214,375,17,1,1.5816367880182018,5.390124092842579
Sheila Stones,2018-02-01,24961551.0,53351.0,623,433.52969502407706,458.0,427,223,427,17,1,1.6228695760797163,5.3388538112006785
Sheila Stones,2018-03-01,26061372.0,61595.0,685,407.65839416058395,420.0,433,229,433,22,1,1.622702498600571,5.34661451834228
Sheila Stones,2018-04-01,28513083.0,80003.0,531,396.18455743879474,402.0,375,218,374,16,1,1.7032685779888905,5.195430158344046
Sheila Stones,2018-05-01,18726682.0,46189.0,595,411.8084033613445,445.0,412,223,412,15,1,1.6161622143414154,5.168704875945286
Sheila Stones,2018-06-01,24316826.0,64081.0,565,412.93451327433627,409.0,390,219,390,18,1,1.6696907928192806,5.238789700388218
Sheila Stones,2018-07-01,33172195.0,72728.0,658,411.612462006079,430.0,446,224,446,17,1,1.626530115188236,5.221768953620482
Sheila Stones,2018-08-01,24849758.0,72897.0,619,415.63004846526655,448.0,382,222,381,16,1,1.6055273416728766,5.376141626367648
Sheila Stones,2018-09-01,24904169.0,60828.0,599,408.86811352253756,424.0,394,222,394,16,1,1.6093931608381895,5.230080714599913
Sheila Stones,2018-10-01,27752577.0,69680.0,816,421.1531862745098,452.0,496,236,495,15,1,1.6445559063747575,5.2825830721003575
Sheila Stones,2018-11-01,22417671.0,55872.0,648,402.6388888888889,416.0,426,225,425,16,1,1.6270078047924423,5.2390571883477355
Sheila Stones,2018-12-01,10432683.0,30304.0,475,395.06105263157895,420.0,328,209,328,18,1,1.658126825745056,5.555706167004186
Sheila Stones,2019-01-01,9518621.0,23916.0,272,432.39338235294116,452.0,207,169,207,4,1,1.5255373665113967,2.177780013857161
Sheila Stones,2019-02-01,24937687.0,55386.0,367,437.09536784741147,458.0,265,192,265,8,1,1.6125304485556993,2.077490839945181
Sheila Stones,2019-03-01,21194241.0,54831.0,397,405.55919395466,416.0,275,192,275,5,1,1.6771359674719015,2.0473578081041137
Sheila Stones,2019-04-01,19396993.0,47526.0,297,399.92929292929296,420.0,220,163,219,4,1,1.6550096048300789,2.0349020760111856
Stella Given,2017-01-01,7655945.0,22472.0,306,385.5522875816994,411.0,241,168,241,12,1,1.6024721667406934,2.1561087724299144
Stella Given,2017-02-01,12921099.0,28280.0,356,388.5870786516854,401.0,271,185,270,12,1,1.6643783213398238,1.9727514720076318
Stella Given,2017-03-01,13873513.0,39332.0,380,408.87894736842105,418.0,279,196,278,12,1,1.6427128085206744,2.065156356183625
Stella Given,2017-04-01,10753534.0,29855.0,299,401.95317725752506,409.0,234,174,234,13,1,1.6179434525730492,2.0918847718205926
Stella Given,2017-05-01,16014898.0,38018.0,405,413.7283950617284,438.0,290,195,289,13,1,1.6099226200937489,2.1018073860450417
Stella Given,2017-06-01,15066779.0,41400.0,380,427.96315789473687,458.0,268,190,267,13,1,1.5994436286100138,1.9748631963718508
Stella Given,2017-07-01,16655708.0,37082.0,402,432.28109452736317,452.0,282,193,281,13,1,1.5469936654243546,2.010482168219477
Stella Given,2017-08-01,13331499.0,35755.0,377,402.2440318302387,408.0,264,182,263,13,1,1.514489131849232,2.0321073320726533
Stella Given,2017-09-01,13612473.0,36832.0,350,413.69142857142856,424.0,260,180,259,13,1,1.6576886157035766,1.9814810981730584
Stella Given,2017-10-01,15700445.0,40025.0,372,395.38709677419354,408.5,261,184,259,11,1,1.5257627600335362,2.239113284184468
Stella Given,2017-11-01,14801236.0,45344.0,420,404.68333333333334,416.0,288,196,287,13,1,1.5449285661447436,2.102924644138071
Stella Given,2017-12-01,14554709.0,35289.0,320,410.659375,452.0,250,175,250,12,1,1.608490995169674,2.0032610695787727
Stella Given,2018-01-01,15930255.0,35581.0,578,422.7664359861592,446.5,389,221,389,16,1,1.603220059182482,5.436540195833381
Stella Given,2018-02-01,19120142.6,48076.4,672,394.6458333333333,400.0,424,223,423,17,1,1.5868436770859853,5.266607100312515
Stella Given,2018-03-01,28163872.0,71219.0,670,415.78805970149256,436.5,422,229,421,21,1,1.5776118214404546,5.355985891378811
Stella Given,2018-04-01,16147331.0,38358.0,520,416.62307692307695,452.0,381,209,381,17,1,1.6163582007431612,5.122938910419222
Stella Given,2018-05-01,28313276.0,54201.0,578,410.4048442906574,420.0,398,216,398,16,1,1.6458927724642167,5.323224008187629
Stella Given,2018-06-01,16823881.0,43766.0,584,409.2071917808219,420.0,394,222,393,20,1,1.6100643188270702,5.158288421723038
Stella Given,2018-07-01,18825635.0,47987.0,623,408.59229534510433,421.0,419,217,418,17,1,1.620634903230679,5.40344850775362
Stella Given,2018-08-01,13591097.0,32013.0,612,398.72222222222223,408.5,395,217,395,15,1,1.5963975135767063,5.487289980648951
Stella Given,2018-09-01,10657309.0,32128.0,560,402.0982142857143,421.0,391,220,391,17,1,1.6818835249436357,5.072406910905174
Stella Given,2018-10-01,25489346.0,57901.0,740,410.4891891891892,445.0,470,229,469,15,1,1.616415331775383,5.228860905229481
Stella Given,2018-11-01,21574673.0,50701.0,629,403.3577106518283,420.0,430,222,430,16,1,1.5915216743460177,5.262897440897548
Stella Given,2018-12-01,19365388.0,44499.0,486,412.75308641975306,445.0,346,213,346,16,1,1.6664745770695533,5.372946904259406
Stella Given,2019-01-01,7132701.0,17932.0,288,402.5173611111111,422.0,233,179,233,3,1,1.571932305853232,2.0122909263224824
Stella Given,2019-02-01,14014656.0,30227.0,347,443.6023054755043,472.0,262,182,262,8,1,1.5990284332570968,1.994972974819467
Stella Given,2019-03-01,23673616.0,55746.0,414,407.17149758454104,411.5,292,206,292,5,1,1.6028863396767583,2.1237620547029037
Stella Given,2019-04-01,19322518.0,42188.0,300,377.2266666666667,393.0,228,171,228,4,1,1.6066073085028174,2.0657625277450906
Steve Pepple,2017-01-01,5332991.0,15154.0,296,389.3445945945946,405.0,238,175,238,13,1,1.6244296041664097,2.0655642686942173
Steve Pepple,2017-02-01,15708287.0,39965.0,347,411.94236311239194,424.0,262,176,262,12,1,1.6252528305953198,2.1658170283193567
Steve Pepple,2017-03-01,22722490.0,52791.0,403,424.4441687344913,452.0,283,188,281,12,1,1.617611662179394,2.0384752749523303
Steve Pepple,2017-04-01,15404074.0,34558.0,300,408.1066666666667,432.5,232,166,231,12,1,1.5655856114718578,2.072177226363474
Steve Pepple,2017-05-01,16482146.0,41743.0,405,423.14074074074074,445.0,291,196,291,13,1,1.595465819383725,2.1405990215699706
Steve Pepple,2017-06-01,20652627.0,53203.0,381,404.96587926509187,416.0,288,193,287,13,1,1.6073563120167473,1.9566623350693568
Steve Pepple,2017-07-01,15533605.0,37053.0,429,416.74825174825173,435.0,303,200,302,13,1,1.6835334344561783,2.0494484465042695
Steve Pepple,2017-08-01,17040064.0,40124.0,404,415.519801980198,446.5,298,196,298,12,1,1.6397567158006225,2.02930596213839
Steve Pepple,2017-09-01,17881149.0,43154.0,375,385.75466666666665,398.0,264,189,263,12,1,1.55984947913086,2.0128201150848697
Steve Pepple,2017-10-01,13969908.0,34231.0,389,415.48329048843186,453.0,269,199,269,12,1,1.608553528425438,2.1127082465533333
Steve Pepple,2017-11-01,18788488.0,42215.0,420,425.5285714285714,446.5,311,197,311,12,1,1.6326866050282305,1.9930913920824338
Steve Pepple,2017-12-01,8959982.0,23761.0,290,398.6620689655172,418.0,225,172,225,12,1,1.5384109324957003,2.0301999982923706
Steve Pepple,2018-01-01,17460099.0,42237.0,538,418.69516728624535,448.0,352,221,352,17,1,1.5776814291596235,5.373168005843443
Steve Pepple,2018-02-01,15660405.0,41139.0,600,400.52166666666665,420.0,405,226,405,16,1,1.6237580980623085,5.464548131014454
Steve Pepple,2018-03-01,35772107.0,69403.0,603,416.0066334991708,438.0,388,217,388,20,1,1.5032118577685705,5.255131406450358
Steve Pepple,2018-04-01,11405398.0,37089.0,550,409.73818181818183,448.0,388,214,388,17,1,1.592984923035279,5.081841508721558
Steve Pepple,2018-05-01,22711256.0,52389.0,604,419.6887417218543,438.0,416,218,416,16,1,1.6136935128619416,5.084333485696351
Steve Pepple,2018-06-01,17633391.0,57357.0,593,396.9156829679595,401.0,394,217,393,20,1,1.6499908411251931,5.2146851624161865
Steve Pepple,2018-07-01,28561574.0,75454.0,624,407.97115384615387,438.0,410,227,410,17,1,1.6706098181148117,5.345611228826056
Steve Pepple,2018-08-01,23738856.0,59174.0,580,403.40344827586205,420.0,368,221,367,16,1,1.5859199196029987,5.334625129465929
Steve Pepple,2018-09-01,27860734.0,63674.0,528,410.87310606060606,424.0,363,214,363,18,1,1.6328268991245178,5.457602933783977
Steve Pepple,2018-10-01,32836407.0,73473.0,803,413.08966376089666,445.0,470,229,469,16,1,1.5763491826549416,5.1210837761050705
Steve Pepple,2018-11-01,16965406.0,46867.0,641,386.7628705148206,391.0,409,224,409,16,1,1.6317454254979316,5.215189087039162
Steve Pepple,2018-12-01,15590550.0,37605.0,526,419.5361216730038,436.5,353,216,353,16,1,1.6039434309974132,5.471542649818254
Steve Pepple,2019-01-01,7104577.0,16050.0,282,433.5744680851064,449.0,206,157,205,4,1,1.652802038165994,1.988052050805758
Steve Pepple,2019-02-01,15954608.0,34610.0,318,404.83962264150944,402.0,248,181,248,8,1,1.5379992286461754,2.1395753783552265
Steve Pepple,2019-03-01,18804128.0,50522.0,396,395.95454545454544,408.0,268,184,268,5,1,1.7028692529800569,2.0082320357615933
Steve Pepple,2019-04-01,11583389.0,29254.0,283,415.6077738515901,420.0,228,169,228,4,1,1.516329907871569,1.925046503229473
Thompson Crawford,2017-01-01,12885374.0,30196.0,329,425.3343465045593,435.0,256,182,255,14,1,1.613205912553204,2.0298065532069045
Thompson Crawford,2017-02-01,17479000.0,42947.0,376,406.5824468085106,424.0,273,184,273,12,1,1.5575984934413545,2.0181957751160238
Thompson Crawford,2017-03-01,21195355.0,42915.0,344,409.8168604651163,424.0,264,176,263,11,1,1.5686024307313555,2.1033892970518115
Thompson Crawford,2017-04-01,18782645.0,44878.0,312,417.5416666666667,445.0,238,170,238,13,1,1.6545244439750666,1.986061023547638
Thompson Crawford,2017-05-01,13002004.0,32979.0,435,417.93793103448274,448.0,290,204,290,13,1,1.59080588942592,2.0801095855458827
Thompson Crawford,2017-06-01,17312222.0,45431.0,364,398.1868131868132,411.5,266,184,265,13,1,1.5917163940600005,2.011167853463609
Thompson Crawford,2017-07-01,25874035.0,56397.0,441,412.2766439909297,424.0,304,196,302,13,1,1.6294409119943232,2.1149364802448125
Thompson Crawford,2017-08-01,16788508.0,40781.0,354,404.0875706214689,422.5,258,182,258,13,1,1.688233641560985,1.9444720300840532
Thompson Crawford,2017-09-01,19720780.0,41906.0,371,429.5040431266846,452.0,267,185,267,13,1,1.5768167477282256,2.003305199299841
Thompson Crawford,2017-10-01,20087928.0,45546.0,343,406.79008746355686,420.0,264,178,264,11,1,1.544696444098159,2.1831389110999435
Thompson Crawford,2017-11-01,16350984.0,37740.0,410,415.8048780487805,430.0,291,199,291,12,1,1.5884966986035527,1.9615489652555342
Thompson Crawford,2017-12-01,12022605.0,33004.0,293,437.97610921501706,472.0,228,165,228,13,1,1.5747706366611427,2.0186334384066074
Thompson Crawford,2018-01-01,23585075.0,48187.0,570,423.6666666666667,448.0,386,221,386,17,1,1.6387606843865068,5.341878486948753
Thompson Crawford,2018-02-01,19113226.0,46962.0,616,410.79383116883116,414.0,394,222,394,16,1,1.6113269889004218,5.343345674811579
Thompson Crawford,2018-03-01,35684027.0,83182.0,690,410.60289855072466,420.5,435,229,434,20,1,1.6051768305607341,5.30565155582536
Thompson Crawford,2018-04-01,23166791.0,49413.0,519,412.6300578034682,421.0,358,217,358,17,1,1.6294722160982098,5.114086421489624
Thompson Crawford,2018-05-01,11916946.0,31283.0,564,404.4113475177305,434.0,390,214,389,17,1,1.634232552145773,5.2912274691942445
Thompson Crawford,2018-06-01,27955955.0,66310.0,560,416.275,422.5,387,217,385,19,1,1.6505755974761547,5.082018774306193
Thompson Crawford,2018-07-01,17281334.0,45476.0,634,418.2839116719243,445.0,408,229,407,17,1,1.7113200333301422,5.196408348328041
Thompson Crawford,2018-08-01,19280823.0,45031.0,621,406.3623188405797,421.0,393,220,392,16,1,1.5765759793588885,5.582133140614064
Thompson Crawford,2018-09-01,26020685.0,64668.0,592,420.8885135135135,453.0,394,217,394,15,1,1.6277920957826173,5.389455085511349
Thompson Crawford,2018-10-01,25555843.0,58145.0,801,425.32958801498125,448.0,477,232,476,16,1,1.6539100920389993,5.303912375051664
Thompson Crawford,2018-11-01,26969094.0,77751.0,663,400.4238310708899,421.0,430,224,430,17,1,1.6115621965718578,5.37610326062466
Thompson Crawford,2018-12-01,12620438.0,29377.0,552,405.9528985507246,424.0,372,220,371,17,1,1.6606024935972674,5.400505843510945
Thompson Crawford,2019-01-01,8156452.0,21123.0,284,407.8380281690141,425.5,222,165,222,3,1,1.5753318482188579,2.1665508521339105
Thompson Crawford,2019-02-01,16173419.0,42302.0,306,408.2516339869281,446.5,248,170,248,8,1,1.530062271943241,2.122712635759835
Thompson Crawford,2019-03-01,16475503.0,43404.0,406,406.3374384236453,420.5,272,198,272,5,1,1.5795784219301772,2.081803417251854
Thompson Crawford,2019-04-01,12369224.0,25963.0,276,418.84057971014494,420.0,222,169,222,4,1,1.6463124592690999,1.9799461510116367
