observation_id,rep_id,rep_name,manager_id,manager_name,team_id,team_name,territory_id,territory_name,period,payout_date,split,anomaly_score,anomaly_percentile,raw_score,threshold_flag,manager_review_flag,review_priority,risk_band,primary_reason,gross_sales,net_sales,sales_growth,rolling_sales_mean,target_sales,attainment_pct,final_incentive_paid,expected_incentive,incentive_calculation_residual,average_discount_pct,return_rate,post_incentive_return_rate,end_of_period_sales_share,completed_visit_count,average_visit_duration,crm_interaction_count,claimed_expense_amount,distance_claim_ratio,available_field_hours,required_total_hours,capacity_utilization_pct,required_fte,available_fte,fte_gap,priority_customer_coverage_gap,capacity_risk_band,currency_code,data_lineage
RPER_105b0dc88cc902e5,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-02-01,2017-03-15,train,0.8702127659574468,87.02127659574468,4.070675561315378,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,21357956.0,18932964.02918258,0.8995920645629737,9966857.82299178,10816382.28,170.26493228341707,25000.0,25000.0,0.0,0.09759412547789349,0.011909668237861559,0.007528805409064739,0.2962278469942381,76,49.773809523809526,183,1042.1554717507377,1.0280186863670986,124.52423675755549,111.93948536683044,89.89373336595739,0.6663064605168478,0.7412156949854494,-0.07490923446860154,1.75,medium,UNK,synthetic_derived
RPER_6354996ed3833d56,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-02-01,2017-03-15,train,0.8659574468085106,86.59574468085106,4.06952421891007,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,22630217.0,20103998.93818216,0.3309152154642376,15105394.171310656,17866271.5,117.37603105529402,25000.0,25000.0,0.0,0.0964330197176354,0.004116474561575851,0.006405859934286742,0.07148352103965556,81,48.44047619047619,189,892.4439914394248,1.0172567262561147,104.70139717785884,88.62149865242935,84.64213567454675,0.5275089205501747,0.6232226022491597,-0.09571368169898498,5.5,low,UNK,synthetic_derived
RPER_4bc74fee8db21b05,REP_d21d2dd167c5,Morris Garcia,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2017-02-01,2017-03-15,train,0.8617021276595744,86.17021276595744,4.066517942704684,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,16035688.0,14242254.716633433,0.8696274817398243,7617696.496084867,8647389.71,157.99130592555392,25000.0,25000.0,0.0,0.09940028852597418,0.013850843304133368,0.001779229711356731,0.05044154631679099,76,47.04938271604938,163,1097.3673522910858,1.0308303735788447,97.83995438354191,74.62862436849262,76.27622563675912,0.44421800219340846,0.5823806808544161,-0.13816267866100762,0.0,low,UNK,synthetic_derived
RPER_896cb17281bd003c,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-02-01,2017-03-15,train,0.8574468085106383,85.74468085106382,4.059718547225469,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,18179778.0,16300105.917463142,0.26724646659299783,12862616.97875245,14199109.9,117.05847102957986,25000.0,25000.0,0.0,0.09537696547574613,0.03461400228268643,0.00662466055951616,0.13578073465583038,79,45.845238095238095,177,1030.4140639815712,1.0413389287517107,124.03158351539946,96.54101877950282,77.83583506979618,0.5746489213065644,0.738283235210711,-0.16363431390414662,2.625,low,UNK,synthetic_derived
RPER_17c9bd16d026b93f,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-02-01,2017-03-15,train,0.8531914893617021,85.31914893617021,4.055094916381731,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,16364825.0,14524846.234759076,0.4961814746967131,9707944.176827459,11102685.53,138.01293571430315,25000.0,25000.0,0.0,0.09726852531389375,0.027024549212126596,0.010911261818866059,0.032588820692814206,74,46.2375,176,907.0539128931732,1.009703954315402,109.50054345853644,77.43153671458751,70.71338120244836,0.4609020042534971,0.651788949157955,-0.19088694490445796,1.875,low,UNK,synthetic_derived
RPER_b7d35006950dbfb2,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-02-01,2017-03-15,train,0.8489361702127659,84.8936170212766,4.039522882725304,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,12058225.0,10787356.218293553,0.21109552270045412,8907106.017732047,10674813.59,86.35419869497358,25000.0,25000.0,0.0,0.09751264416239783,0.01054059115905382,0.0035866081839352466,0.0346891326761426,82,47.964285714285715,165,1016.8198968150385,1.032467037334711,99.6818499827834,97.91124149941443,98.22374034623677,0.5828050089250859,0.5933443451356155,-0.010539336210529604,5.375,medium,UNK,synthetic_derived
RPER_0d585541132e9d44,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-02-01,2017-03-15,train,0.8446808510638298,84.46808510638299,4.010194562059303,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,13810023.0,12369879.906933082,-0.06433188564706793,13220371.323102701,14164694.4,86.93445374426247,25000.0,25000.0,0.0,0.09479501418076397,0.004908602055460311,0.01422049863291713,0.13977711704257,77,47.404761904761905,176,933.1137425346891,1.0257762078886186,130.46888027632053,100.4841382512276,77.01770570760773,0.5981198705430215,0.7766004778352412,-0.1784806072922197,1.875,low,UNK,synthetic_derived
RPER_4f6666113eec0939,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-02-01,2017-03-15,train,0.8404255319148937,84.04255319148936,3.9794993238654244,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,13500698.0,12046096.844481543,-0.05227187627006834,12710498.446613837,14359949.62,85.6078779866883,25000.0,25000.0,0.0,0.09903982020924605,0.02489002977255007,0.01974508827009314,0.040787199208982265,80,46.54761904761905,173,949.5872694212895,1.024217575693527,109.93164891794619,103.02462473897371,93.71698300993562,0.6132418139224626,0.654355053083013,-0.04111323916055043,1.75,medium,UNK,synthetic_derived
RPER_e5dbb7f88791eebc,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2017-02-01,2017-03-15,train,0.8361702127659575,83.61702127659575,3.941685304536745,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,17479000.0,15574691.131986937,0.363756446548641,11420434.470834551,13728847.44,120.82094428529251,25000.0,25000.0,0.0,0.09726347363997688,0.048403138163445124,0.01594052281589919,0.11207016231629684,77,49.01190476190476,179,912.3746085691768,1.0263227381138669,117.44840958454199,83.47114443366013,71.07047658536042,0.4968520502003579,0.6990976760984642,-0.2022456258981063,2.75,low,UNK,synthetic_derived
RPER_529455324f4af9c9,REP_82f7cb811b80,Stella Given,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-02-01,2017-03-15,train,0.8319148936170213,83.19148936170212,3.8931440394738046,False,False,Context only,low,Rolling sales std was the largest PCA reconstruction deviation (observed 0).,12921099.0,11532175.504426152,0.6830682462697998,6851876.34546907,7634043.44,160.31347455426808,25000.0,25000.0,0.0,0.09823102071355823,0.011563171942512942,0.020751787823404397,0.09432867264806999,78,47.98809523809524,163,1041.8527305024274,1.0333090387909616,121.78203923085893,91.95240359070814,75.50571838955369,0.5473357356589771,0.7248930906598746,-0.17755735500089753,2.625,low,UNK,synthetic_derived
RPER_82c70827f116e513,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2019-03-01,2019-04-18,test,0.8305377094927634,83.05377094927634,3.694270338500271,False,False,Context only,low,Distance claim ratio was the largest PCA reconstruction deviation (observed 1.31).,16475503.0,14709075.767246123,0.0107282322267909,11041615.915967992,13608466.88,117.34337753320202,30000.0,30000.0,0.0,0.09732890348968626,0.01029258592283133,0.027277870101803495,0.016790266595148734,80,50.273809523809526,169,1354.7432336841725,1.3100365988177387,118.84586743768132,102.91884491214742,86.59858952698924,0.6126121720961156,0.7074158776052459,-0.09480370550913031,0.875,medium,UNK,synthetic_derived
RPER_80ccab8fe7db15a6,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-12-01,2018-01-15,train,0.8276595744680851,82.76595744680851,3.2786502669519146,False,False,Context only,low,Post incentive return rate was the largest PCA reconstruction deviation (observed 0.2257).,16507693.0,14632965.302227814,0.152963833248498,15903689.141000226,14398485.14,76.94510973156622,21628.61,21628.61,0.0,0.09846990987040247,0.004744267296028504,0.22570311690067732,0.08610317754884338,76,46.876543209876544,168,948.4506162227456,1.0156286721204733,117.36198951933861,84.88552355264987,72.32795209104958,0.5052709735276778,0.6985832709484441,-0.19331229742076628,3.625,low,UNK,synthetic_derived
RPER_c8632d5c5281bc04,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2019-04-01,2019-05-18,test,0.8256802341535976,82.56802341535976,3.0890906407477083,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,29789793.0,26639474.037599057,0.20571658994172154,14589569.8877311,13351517.91,195.06006241983414,30000.0,30000.0,0.0,0.09735292958956912,0.00880057143881311,9.494509235921699e-05,0.039000521453465116,77,50.16867469879518,171,901.8476383374823,1.0265068257084875,112.44561559750503,129.78094484446478,115.41663421454416,0.7725056240741951,0.6693191404613394,0.10318648361285565,3.5,high,UNK,synthetic_derived
RPER_23f31700076ca69a,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2019-02-01,2019-03-18,test,0.8249982594124614,82.49982594124614,3.0237785384961287,False,False,Context only,low,Return clawback ratio was the largest PCA reconstruction deviation (observed 0.4576).,27993912.0,24479510.079412684,3.4628321158669118,14071288.097654028,15467115.39,171.33788695044515,30000.0,30000.0,0.0,0.09507167939874506,0.004525776689788337,0.0023074315302610802,0.049147152234195565,79,46.05952380952381,160,919.2571820769963,1.0075909571592698,118.81245635298002,105.55894039060632,88.84501139931085,0.6283270261345615,0.7072170021010715,-0.07888997596651004,0.0,medium,UNK,synthetic_derived
RPER_569377d35a2daf74,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-03-01,2019-04-18,test,0.823732669965329,82.3732669965329,2.9025741853232807,False,False,Context only,low,Average visit duration was the largest PCA reconstruction deviation (observed 29.43).,14006585.0,12656993.676595686,-0.537935540067226,17994329.646326836,20483767.83,68.32366961712152,28787.64,28787.64,0.0,0.09573586985161112,0.010642232964695903,0.013685359645642211,0.07112606761515318,81,29.428571428571427,189,1043.0190019484915,1.0168671438949723,121.15737191908892,121.44198895299681,100.23491515984514,0.7228689818630762,0.7211748328517198,0.0016941490113564495,4.5,high,UNK,synthetic_derived
RPER_beaa0f09c6dd78f7,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-01-01,2018-02-15,train,0.823404255319149,82.34042553191489,2.871122212605794,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,28245022.0,25878361.098252833,1.7617937285683822,18178077.87559585,18186575.09,147.52265302285286,27500.0,27500.0,0.0,0.0877749288291604,0.027648513643488894,0.0003770580440863264,0.018624100045314857,80,47.476190476190474,228,1034.8827526606478,1.0263268653998836,115.76397417813837,136.90581903930763,118.26288792455937,0.8149155895196882,0.6890712748698713,0.12584431464981694,7.125,high,UNK,synthetic_derived
RPER_a2290b0ab891618d,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-01-01,2018-02-15,train,0.8191489361702128,81.91489361702128,2.868774324518279,False,False,Context only,low,Return clawback ratio was the largest PCA reconstruction deviation (observed 0.5512).,30751285.0,27173108.721311744,0.49162071307353816,20658118.764145896,19099350.11,156.65551837130488,27500.0,27500.0,0.0,0.08922489417439722,0.0016542326667495944,0.003942569105112192,0.0725215875625152,80,42.74074074074074,213,1019.7711702704995,1.0230238744374696,106.1201955183908,77.2271892380709,72.77331978217785,0.45968565022661256,0.6316678304666119,-0.17198218023999934,0.875,low,UNK,synthetic_derived
RPER_e61044f932f88799,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2019-03-01,2019-04-18,test,0.818054116181686,81.8054116181686,2.7669217124569925,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,27677617.0,24582199.4221376,0.0019539345686895473,14824165.767963678,19127138.02,139.97458233063756,30000.0,30000.0,0.0,0.09552252837372024,0.00824628689138595,0.012507680507660877,0.03706338565550418,77,49.226190476190474,189,1547.7307557939516,1.0195710062235974,111.69463706793458,85.0774934522558,76.16972102296212,0.5064136515015226,0.6648490301662773,-0.15843537866475466,0.875,low,UNK,synthetic_derived
RPER_3d67ead7107e2861,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-04-01,2019-05-18,test,0.8153262950935156,81.53262950935157,2.5131487580191627,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,19396993.0,17086397.97467676,-0.08884288269914899,16327743.549153432,19836980.72,98.88680916386578,30000.0,30000.0,0.0,0.09469707432000206,0.021181007545041566,0.0022468707827168564,0.0775563198604217,73,47.921052631578945,158,884.9353427097028,1.0054091412207424,100.53550854708843,104.12643079729345,103.57179498278772,0.619800183317223,0.5984256461136216,0.021374537203601385,2.625,high,UNK,synthetic_derived
RPER_ea74cbebc4be3252,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-04-01,2019-05-18,test,0.8149863543362226,81.49863543362225,2.481523600971224,False,False,Context only,low,Observed visit hours was the largest PCA reconstruction deviation (observed 50.6).,13538551.0,12120865.379239308,-0.4958623703109145,15568800.755940706,17998910.88,65.6971074732258,18881.57,18881.57,0.0,0.095773070048687,0.009346234094775654,0.0003922288932319033,0.09631750583351402,60,47.4375,136,812.3570613404665,1.0212964890241505,112.40864473524296,76.13699733652521,67.73233278975236,0.45319641271741196,0.6690990758050176,-0.21590266308760564,3.75,low,UNK,synthetic_derived
RPER_f8de8a85248958e5,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2018-03-01,2018-04-15,train,0.8148936170212766,81.48936170212767,2.472896120781067,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,39779125.0,34931928.57694224,0.21640300474721108,21412937.598788705,28656196.52,133.5277656739744,27500.0,27500.0,0.0,0.08905837915755686,0.010196294285570336,0.006845588624430007,0.4886476690503196,79,49.01190476190476,242,1040.7380784760876,1.0239643008226944,100.86546645900864,151.44572444271537,150.1462589322009,0.9014626454923534,0.6003896813036229,0.30107296418873053,3.5,critical,UNK,synthetic_derived
RPER_29fc6f9d42016384,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2019-04-01,2019-05-18,test,0.8132847608812795,81.32847608812796,2.421385759580096,False,False,Context only,low,Rolling anomaly score was the largest PCA reconstruction deviation (observed 1.171).,14190198.0,12547001.712548727,-0.5493178157572792,24325027.53535612,25588523.33,50.5928893892756,19164.79,19164.79,0.0,0.09713865515784241,0.013365870773517205,0.0005105168513084849,0.11797362997155708,68,46.708333333333336,155,871.2315726401167,1.0100240758453618,108.57578955435082,103.60847870915174,95.42502903677936,0.6167171351735222,0.6462844616330405,-0.029567326459518317,6.25,medium,UNK,synthetic_derived
RPER_7119f0f168bcb0bb,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2019-03-01,2019-04-18,test,0.8114196713680404,81.14196713680404,2.3616716359175127,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,24927753.0,22094308.28092585,0.7097076558796742,11083542.92234292,13629959.91,177.91159134690577,30000.0,30000.0,0.0,0.10001001421934033,0.03791515631765896,0.043916188490422045,0.12424294502749536,79,48.226190476190474,173,1093.3148373154568,1.0179733007575724,99.48358626810912,141.74856279606104,142.48437165709672,0.843741445214649,0.59216420397684,0.251577241237809,0.875,critical,UNK,synthetic_derived
RPER_017bd59b6981088c,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2018-06-01,2018-07-15,train,0.8106382978723404,81.06382978723404,2.3366545880934355,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,49287965.0,43883239.10736629,2.283516827136541,21068769.250075154,29685074.32,159.26336699666462,27500.0,27500.0,0.0,0.091726416899758,0.007344861758168697,0.00479329744614041,0.2158088470483731,79,47.32142857142857,235,973.4813913187143,1.0117490728081575,116.15155287321582,117.17755646640504,100.883331791792,0.6974854551571729,0.691378290911999,0.0061071642451738795,8.875,high,UNK,synthetic_derived
RPER_8375f8a8bc57399c,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-10-01,2017-11-15,train,0.8063829787234043,80.63829787234043,2.3318588342536115,False,False,Context only,low,Post incentive return rate was the largest PCA reconstruction deviation (observed 0.1508).,20029465.0,17562591.032228064,-0.27615491456239427,22973087.558078278,30733947.1,61.97292214278258,25000.0,25000.0,0.0,0.09704609616660949,0.00536469248977684,0.150778502846374,0.11489817343410343,79,46.345238095238095,167,1164.5078289294086,1.0254038031503059,112.01209537362101,107.4666413394544,95.94199713967937,0.6396823889253238,0.6667386629382203,-0.027056274012896453,2.625,medium,UNK,synthetic_derived
RPER_f4b9f8e4b80227d5,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2018-06-01,2018-07-15,train,0.8021276595744681,80.2127659574468,2.2736589639277303,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,42063431.0,37340128.09851143,1.6284960266862691,19929138.864565566,15463796.04,258.8256896523064,27500.0,27500.0,0.0,0.09375119341298338,0.0015798321483847012,0.004784586274936673,0.2573131403584021,77,49.29761904761905,225,948.3215993839958,1.0191344035615517,112.77834665333333,118.59392350416792,105.15664311759328,0.7059162113343328,0.6712996824603175,0.03461652887401534,1.75,high,UNK,synthetic_derived
RPER_4f3b300e349737b0,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-02-01,2019-03-18,test,0.8011771803700102,80.11771803700101,2.255420582278371,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,20325738.0,17940415.99709742,1.8466705534560284,11656843.878483139,10557141.57,167.10948007034673,30000.0,30000.0,0.0,0.0978471511515775,0.00875501208382734,0.04815348772441734,0.06369092307764244,75,47.265060240963855,172,1100.9545158410838,1.0242137760149723,133.2987145950275,126.29461390059748,94.74556021360819,0.7517536541702231,0.7934447297323065,-0.0416910755620834,8.375,medium,UNK,synthetic_derived
RPER_0e5e60d5e1fb47c0,REP_db1cc40d477a,Erica Jones,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,2018-03-01,2018-04-15,train,0.7978723404255319,79.7872340425532,2.19200527354279,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,36161887.0,31985627.97103062,0.5718277279789277,21890155.424920004,25275109.81,137.5095369003035,27500.0,27500.0,0.0,0.09181153600901576,0.0036526956964504547,0.002201677753380233,0.03265214654939081,78,47.92857142857143,232,906.7271240975402,1.0240493172408496,100.61370955959467,81.28638157291485,80.79056216962957,0.48384750936258836,0.5988911283309206,-0.11504361896833226,0.0,low,UNK,synthetic_derived
RPER_e3b8ccd03b2e0461,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_3170779e5944,Delta / Poland,2018-12-01,2019-01-15,validation,0.7974291075999674,79.74291075999675,2.1898519118722253,False,False,Context only,low,Incentive peer median was the largest PCA reconstruction deviation (observed 1.375e+04).,25266417.0,22365153.077111814,0.7915767660118881,16381813.183885662,16887889.39,152.73765165217327,27500.0,27500.0,0.0,0.08783824283539962,0.022237303442531796,0.0005583170855250802,0.062438457664466644,82,43.88095238095238,196,1099.3263534381203,0.9938506146574854,97.8511796651546,82.40426093921909,84.21386560816676,0.4905015532096374,0.5824474980068727,-0.09194594479723528,0.875,low,UNK,synthetic_derived
RPER_5c4d221e024786a1,REP_d21d2dd167c5,Morris Garcia,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2018-08-01,2018-09-15,validation,0.7947945620775058,79.47945620775057,2.1770524777594598,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,39547407.0,35070123.16700109,0.9742949868478206,16045945.935333297,19027760.9,109.0265070538958,27500.0,27500.0,0.0,0.08732934376591697,0.016793537188788885,0.002328265616478311,0.050617202548416604,79,47.79761904761905,219,1054.477295262966,1.0042130659298876,97.46645046959554,93.4953660360156,95.92569092806072,0.5565200359286643,0.5801574432714021,-0.023637407342737782,5.375,medium,UNK,synthetic_derived
RPER_4e75d8c53d39c001,REP_e7e9152643c7,Jessica Smith,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2019-02-01,2019-03-18,test,0.7936918908345065,79.36918908345065,2.1716953610186485,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,18209497.0,16301807.921510125,1.56244255741325,13736826.449977027,12869068.37,134.85596576085078,30000.0,30000.0,0.0,0.09496756310232672,0.0006944648891409758,0.0008752684327260865,0.10193545746605381,74,48.476190476190474,173,968.6982360369212,1.0200025652563465,107.42104565609287,97.08226197965458,90.37545798098282,0.5778706070217534,0.6394109860481718,-0.0615403790264184,2.75,medium,UNK,synthetic_derived
RPER_c20ca7de64a001a6,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2018-04-01,2018-05-15,train,0.7936170212765957,79.36170212765957,2.1713316216315848,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.75e+04).,28513083.0,25573668.208785836,0.09657500735765466,20227368.7098304,22989158.97,126.13595700681562,27500.0,27500.0,0.0,0.0941092507692478,0.03298673484454057,0.001715435027971763,0.03273772322384959,75,47.54761904761905,219,904.2634665391123,1.0239049664216724,97.64010503590266,101.86180556925696,104.323736165382,0.6063202712455771,0.5811911014041825,0.025129169841394572,1.875,high,UNK,synthetic_derived
RPER_eafda11e1ee17c06,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,2017-11-01,2017-12-15,train,0.7893617021276595,78.93617021276596,2.1559906734262846,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,32984448.0,28822494.378600374,0.5605884555455624,19602000.39844096,22943950.61,127.77702166087633,25000.0,25000.0,0.0,0.0990297185340399,0.003972907038339109,0.028738938274387955,0.5886630577963166,73,48.095238095238095,182,968.5184903102524,1.0220804348809798,115.57969713613006,97.87523025335288,84.68202692906797,0.5825906562699577,0.6879743877150599,-0.10538373144510227,4.5,low,UNK,synthetic_derived
RPER_c0ed53d80cae1279,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2019-03-01,2019-04-18,test,0.7862929963785904,78.62929963785903,2.1494033982441016,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,22983929.0,20547865.386927955,-0.16060961513242253,14659890.115363369,16426832.46,102.61803900283026,30000.0,30000.0,0.0,0.098707344174153,0.12726351787303283,0.00017798640455444245,0.0681644924060325,75,48.38095238095238,188,900.1234784207654,1.0202499170928854,126.80098415161775,104.91401821716346,82.73911982553406,0.624488203673592,0.7547677628072486,-0.13027955913365652,0.875,low,UNK,synthetic_derived
RPER_80494322eb1ea82e,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,2017-04-01,2017-05-15,train,0.7851063829787234,78.51063829787233,2.146856217237203,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 2.5e+04).,13517532.0,11915650.23015921,0.12790796850184138,13242368.177588513,14394680.83,87.12027150222136,25000.0,25000.0,0.0,0.09637612080543952,0.015083688738388766,0.005648028644987187,0.054346255975091226,61,49.76119402985075,141,871.7035931124094,1.02361298287006,124.30670818195345,81.18278415360595,65.30844983423982,0.4832308580571783,0.7399208820354373,-0.25669002397825896,4.5,low,UNK,synthetic_derived
RPER_9b8650068c0df95c,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,2019-02-01,2019-03-18,test,0.7848031721589681,78.4803172158968,2.1421225258654704,False,False,Context only,low,Calculated incentive was the largest PCA reconstruction deviation (observed 3e+04).,14298810.0,12922857.428253105,0.4766374363377776,14882112.204803655,14510726.05,90.7144300217287,30000.0,30000.0,0.0,0.09836401070378585,0.007521076729485864,0.02889532289396297,0.031394722199893255,79,46.95238095238095,165,873.1014734572378,1.0104382295646304,113.59471128999358,122.910202682148,108.20063829237004,0.7316083492984999,0.6761589957737714,0.05544935352472857,4.5,high,UNK,synthetic_derived
