observation_id,metric_name,actual_value,peer_median_value,peer_z_score,peer_percentile,peer_group_basis,rep_id,period,rep_name,manager_name,team_name,territory_name
RPER_49baf93472a7fd1c,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2018-09-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_c19d4889c15d29bd,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,commercial_peer_group,REP_0dfc420450a6,2018-10-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_506fccbbcebf23c1,final_incentive_paid,27500.0,25638.15,0.7262029436601307,1.0,commercial_peer_group,REP_0dfc420450a6,2018-11-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_3a2f83b69da09f3c,final_incentive_paid,0.0,22957.42,-3.408760583506106,0.3333333333333333,team_period,REP_0dfc420450a6,2018-12-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Poland
RPER_bba98becd6326856,final_incentive_paid,305.0,0.0,305.0,1.0,commercial_peer_group,REP_0dfc420450a6,2019-01-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_9b8650068c0df95c,final_incentive_paid,30000.0,30000.0,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2019-02-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_7119f0f168bcb0bb,final_incentive_paid,30000.0,30000.0,0.0,0.6666666666666666,team_period,REP_0dfc420450a6,2019-03-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_c8632d5c5281bc04,final_incentive_paid,30000.0,18934.19,0.6744907594765951,1.0,team_period,REP_0dfc420450a6,2019-04-01,Abigail Thompson,Tracy Banks,Bravo,Bravo / Germany
RPER_66e6b26b6761af61,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-01-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_105b0dc88cc902e5,final_incentive_paid,25000.0,25000.0,0.0,0.625,team_period,REP_200ef690040c,2017-02-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_52d832db2d52d343,final_incentive_paid,25000.0,25000.0,0.0,0.625,team_period,REP_200ef690040c,2017-03-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_c3019d7b3eddfc91,final_incentive_paid,20918.92,25000.0,-1.6324320000000008,0.25,team_period,REP_200ef690040c,2017-04-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_f130fc721869b3ba,final_incentive_paid,0.0,25000.0,-10.0,0.3333333333333333,commercial_peer_group,REP_200ef690040c,2017-05-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_5b0ef0d81d846918,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-06-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_35f915e5145711bd,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-07-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_5de388944f114449,final_incentive_paid,25000.0,25000.0,0.0,0.8333333333333334,commercial_peer_group,REP_200ef690040c,2017-08-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_d985631757f58e88,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-09-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_8375f8a8bc57399c,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-10-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_e2efdf8139bd2e13,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2017-11-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_4f33b8654c5e7ed3,final_incentive_paid,0.0,10814.305,-0.6744907594765952,0.375,commercial_peer_group,REP_200ef690040c,2017-12-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_beaa0f09c6dd78f7,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,commercial_peer_group,REP_200ef690040c,2018-01-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_4b69123038971c1d,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_200ef690040c,2018-02-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_9759df91c36464ff,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_200ef690040c,2018-03-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_2981928e97076424,final_incentive_paid,0.0,26917.510000000002,-10.0,0.25,commercial_peer_group,REP_200ef690040c,2018-04-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_1270e8982716581c,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_200ef690040c,2018-05-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_2e4c38460a1c38cf,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_200ef690040c,2018-06-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_cf3055f082e65fce,final_incentive_paid,26008.7,27500.0,-0.5422909090909088,0.25,commercial_peer_group,REP_200ef690040c,2018-07-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_1eda3cf7d86ad1f3,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_200ef690040c,2018-08-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_24c166938dab3031,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_200ef690040c,2018-09-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_4b8488c5abdc17e2,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_200ef690040c,2018-10-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_be523547dbbeb8ff,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_200ef690040c,2018-11-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_746fbd7406c0117d,final_incentive_paid,27500.0,0.0,27500.0,1.0,commercial_peer_group,REP_200ef690040c,2018-12-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_845bbdba12750844,final_incentive_paid,0.0,295.9,-0.6744907594765952,0.375,commercial_peer_group,REP_200ef690040c,2019-01-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_a10cfd06ab502acc,final_incentive_paid,30000.0,30000.0,0.0,0.625,commercial_peer_group,REP_200ef690040c,2019-02-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_569377d35a2daf74,final_incentive_paid,28787.64,30000.0,-0.4041200000000002,0.25,commercial_peer_group,REP_200ef690040c,2019-03-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_837f3a60d7712557,final_incentive_paid,11231.67,21150.71,-1.2034614280754974,0.25,commercial_peer_group,REP_200ef690040c,2019-04-01,Mary Gerrard,Britanny Bold,Delta,Delta / Germany
RPER_8109e415d61c2f6f,final_incentive_paid,25000.0,23309.88,0.6744907594765952,1.0,commercial_peer_group,REP_2234ec3bee93,2017-01-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_4f6666113eec0939,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-02-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_431462828df23ca8,final_incentive_paid,25000.0,25000.0,0.0,0.8333333333333334,commercial_peer_group,REP_2234ec3bee93,2017-03-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e01b84386ada4b96,final_incentive_paid,18847.08,21295.5,-0.6744907594765952,0.3333333333333333,commercial_peer_group,REP_2234ec3bee93,2017-04-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_03c81fd1681e3fbe,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-05-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_72cbd815a1a58c26,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-06-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_a14b03e7021661a5,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2017-07-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_436932f89b416b53,final_incentive_paid,25000.0,18503.38,2.1947190220382145,1.0,commercial_peer_group,REP_2234ec3bee93,2017-08-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e585e0e5d159b7f9,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2017-09-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_28621abab10255fe,final_incentive_paid,13069.88,20887.57,-1.2822004667441351,0.3333333333333333,team_period,REP_2234ec3bee93,2017-10-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_c51059e959f60cba,final_incentive_paid,0.0,25000.0,-10.0,0.3333333333333333,team_period,REP_2234ec3bee93,2017-11-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_ae0a3c635c2f1be7,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2017-12-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_d2ffe731564a47ad,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2018-01-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e856e5a68684dae0,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2018-02-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_02636fc24f4f2b59,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2018-03-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_56e43938b658c59a,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2018-04-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_254c223f7af5d235,final_incentive_paid,27500.0,27500.0,0.0,0.8333333333333334,commercial_peer_group,REP_2234ec3bee93,2018-05-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_0db631a5e239afff,final_incentive_paid,27500.0,27500.0,0.0,0.8333333333333334,commercial_peer_group,REP_2234ec3bee93,2018-06-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_3d3d74b699790098,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2018-07-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_853b702056785bca,final_incentive_paid,27500.0,27500.0,0.0,0.8333333333333334,team_period,REP_2234ec3bee93,2018-08-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e3a3c677f7819e38,final_incentive_paid,0.0,16284.87,-0.979390727907534,0.3333333333333333,commercial_peer_group,REP_2234ec3bee93,2018-09-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_b2f414f12fe60c25,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2018-10-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_7ddcdb78c30ecf31,final_incentive_paid,27500.0,27500.0,0.0,0.8333333333333334,commercial_peer_group,REP_2234ec3bee93,2018-11-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_415c611bd1a0e5fb,final_incentive_paid,22408.79,22408.79,0.0,0.6666666666666666,team_period,REP_2234ec3bee93,2018-12-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Poland
RPER_8afd0f88595a10ae,final_incentive_paid,0.0,0.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2019-01-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_23f31700076ca69a,final_incentive_paid,30000.0,30000.0,0.0,0.8333333333333334,commercial_peer_group,REP_2234ec3bee93,2019-02-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_c0ed53d80cae1279,final_incentive_paid,30000.0,30000.0,0.0,0.6666666666666666,commercial_peer_group,REP_2234ec3bee93,2019-03-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_89eb918b3eecc2a7,final_incentive_paid,30000.0,30000.0,0.0,0.8333333333333334,commercial_peer_group,REP_2234ec3bee93,2019-04-01,Daniel Gates,Alisha Cordwell,Charlie,Charlie / Germany
RPER_a5e34fb410006ef2,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-01-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_0d585541132e9d44,final_incentive_paid,25000.0,25000.0,0.0,0.625,team_period,REP_56269a9759c4,2017-02-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_8d20614d66c9cb49,final_incentive_paid,25000.0,25000.0,0.0,0.625,team_period,REP_56269a9759c4,2017-03-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_db61b23d5c052dcb,final_incentive_paid,25000.0,25000.0,0.0,0.75,team_period,REP_56269a9759c4,2017-04-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_9679d5aec2e7fbbd,final_incentive_paid,25000.0,25000.0,0.0,0.8333333333333334,commercial_peer_group,REP_56269a9759c4,2017-05-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_d2b60aec3f20815c,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-06-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_e2a7a82278d9907b,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-07-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_c582a0a77b8ada6a,final_incentive_paid,25000.0,25000.0,0.0,0.8333333333333334,commercial_peer_group,REP_56269a9759c4,2017-08-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_94da8111a3a4b5b8,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-09-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_14fdd1b6fd05eb34,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-10-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_eafda11e1ee17c06,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_56269a9759c4,2017-11-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_dac05c425c7d282a,final_incentive_paid,0.0,10814.305,-0.6744907594765952,0.375,commercial_peer_group,REP_56269a9759c4,2017-12-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_2e35b2010864107f,final_incentive_paid,27500.0,27500.0,0.0,0.625,team_period,REP_56269a9759c4,2018-01-01,Anne Wu,Britanny Bold,Delta,Delta / Poland
RPER_3c738aea125bc2a4,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_56269a9759c4,2018-02-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_39225b87367dc735,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_56269a9759c4,2018-03-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_9c22e0475f819b5c,final_incentive_paid,26335.02,26917.510000000002,-0.21639817353091037,0.5,commercial_peer_group,REP_56269a9759c4,2018-04-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_0cbd2285ea6c61ef,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_56269a9759c4,2018-05-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_ef5ededdaafb3658,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_56269a9759c4,2018-06-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_1aee5e4a99dbd301,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_56269a9759c4,2018-07-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_0875dceb17baa4cc,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_56269a9759c4,2018-08-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_03b33c1048ecc70c,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_56269a9759c4,2018-09-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_325ccd81d052284c,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_56269a9759c4,2018-10-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_d6ba604d09f7f403,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_56269a9759c4,2018-11-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_c06918a37c89d042,final_incentive_paid,0.0,0.0,0.0,0.5,commercial_peer_group,REP_56269a9759c4,2018-12-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_9ede02831ec4dc11,final_incentive_paid,591.8,295.9,0.6744907594765952,0.75,commercial_peer_group,REP_56269a9759c4,2019-01-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_4f3b300e349737b0,final_incentive_paid,30000.0,30000.0,0.0,0.625,commercial_peer_group,REP_56269a9759c4,2019-02-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_d7046171dcc33bcf,final_incentive_paid,30000.0,30000.0,0.0,0.75,commercial_peer_group,REP_56269a9759c4,2019-03-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_f3d45a9e0199d4c7,final_incentive_paid,23419.85,21150.71,0.27531116568773123,0.75,commercial_peer_group,REP_56269a9759c4,2019-04-01,Anne Wu,Britanny Bold,Delta,Delta / Germany
RPER_ba4c149e74994fd0,final_incentive_paid,23461.0,25000.0,-0.6156,0.25,team_period,REP_6003efb01f5e,2017-01-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_b7d35006950dbfb2,final_incentive_paid,25000.0,25000.0,0.0,0.625,team_period,REP_6003efb01f5e,2017-02-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3c9a6656129888bf,final_incentive_paid,25000.0,25000.0,0.0,0.625,team_period,REP_6003efb01f5e,2017-03-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_8e761ace2dd69e2d,final_incentive_paid,25000.0,25000.0,0.0,0.75,team_period,REP_6003efb01f5e,2017-04-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_b5ad3375582d89cd,final_incentive_paid,25000.0,25000.0,0.0,0.8333333333333334,commercial_peer_group,REP_6003efb01f5e,2017-05-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_a56116a46956ba51,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2017-06-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_5a26750530b65d39,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2017-07-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_a3da44f53c674985,final_incentive_paid,19793.62,25000.0,-2.0825520000000006,0.3333333333333333,commercial_peer_group,REP_6003efb01f5e,2017-08-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_6779b72f0b9d987c,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2017-09-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_9aaea9b5b779c497,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2017-10-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_02ef603bb7b4ceb8,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2017-11-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_80ccab8fe7db15a6,final_incentive_paid,21628.61,10814.305,0.6744907594765952,0.75,commercial_peer_group,REP_6003efb01f5e,2017-12-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_9cd6eaacf36b2e74,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,commercial_peer_group,REP_6003efb01f5e,2018-01-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_4948c28097d0c4fc,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_6003efb01f5e,2018-02-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3929f88735783e48,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_6003efb01f5e,2018-03-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_c20ca7de64a001a6,final_incentive_paid,27500.0,26917.510000000002,0.21639817353090904,0.875,commercial_peer_group,REP_6003efb01f5e,2018-04-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_d4a8068fb878906b,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_6003efb01f5e,2018-05-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_7551f3af62fc7758,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_6003efb01f5e,2018-06-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_6f5614106a574cf8,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_6003efb01f5e,2018-07-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_1be9525a312b9b50,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_6003efb01f5e,2018-08-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_1a7dd926b4d535ea,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_6003efb01f5e,2018-09-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_b5d74d68c7ba1311,final_incentive_paid,27500.0,27500.0,0.0,0.625,commercial_peer_group,REP_6003efb01f5e,2018-10-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3df1931a7fa7a373,final_incentive_paid,27500.0,27500.0,0.0,0.75,commercial_peer_group,REP_6003efb01f5e,2018-11-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_30d10d636bd623f0,final_incentive_paid,0.0,0.0,0.0,0.5,commercial_peer_group,REP_6003efb01f5e,2018-12-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_8a5c9e1ff8ccb1a8,final_incentive_paid,1025.0,295.9,1.6619507020425333,1.0,commercial_peer_group,REP_6003efb01f5e,2019-01-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3b7ee9bc174a5780,final_incentive_paid,30000.0,30000.0,0.0,0.625,commercial_peer_group,REP_6003efb01f5e,2019-02-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3bdecb19388b7eaa,final_incentive_paid,30000.0,30000.0,0.0,0.75,commercial_peer_group,REP_6003efb01f5e,2019-03-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_3d67ead7107e2861,final_incentive_paid,30000.0,21150.71,1.0736703532654592,1.0,commercial_peer_group,REP_6003efb01f5e,2019-04-01,Sheila Stones,Britanny Bold,Delta,Delta / Germany
RPER_37f9ae5e926e88b3,final_incentive_paid,23309.88,23309.88,0.0,0.6666666666666666,commercial_peer_group,REP_6daf09991b71,2017-01-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_896cb17281bd003c,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6daf09991b71,2017-02-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_ec6aaa900fbf77bb,final_incentive_paid,19664.91,25000.0,-2.134036,0.3333333333333333,commercial_peer_group,REP_6daf09991b71,2017-03-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_80494322eb1ea82e,final_incentive_paid,25000.0,21295.5,1.020515687047585,1.0,commercial_peer_group,REP_6daf09991b71,2017-04-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_3f3d2fd87110dda7,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6daf09991b71,2017-05-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_22be7c2fdf74636f,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6daf09991b71,2017-06-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_cd96586ec5f0d23b,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,commercial_peer_group,REP_6daf09991b71,2017-07-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_8556c369d99f4917,final_incentive_paid,18503.38,18503.38,0.0,0.6666666666666666,commercial_peer_group,REP_6daf09991b71,2017-08-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e54caf7b538d3e5d,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2017-09-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_37721dcf710dbd5a,final_incentive_paid,20887.57,20887.57,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2017-10-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_9ad4aa624d87f6ed,final_incentive_paid,25000.0,25000.0,0.0,0.8333333333333334,team_period,REP_6daf09991b71,2017-11-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_e2742b660831a9e2,final_incentive_paid,25000.0,25000.0,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2017-12-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_d3a4bde8413da68d,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2018-01-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_354d47e4d0842666,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2018-02-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_ed19a1d09912bed4,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2018-03-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
RPER_a041724f9eec8b57,final_incentive_paid,27500.0,27500.0,0.0,0.6666666666666666,team_period,REP_6daf09991b71,2018-04-01,Jimmy Grey,Alisha Cordwell,Charlie,Charlie / Germany
