observation_id,representative,manager,team,country,product_class,month,source_partition,sales,quantity,transaction_count,transaction_value,unique_customers,new_customers,product_breadth,city_coverage,geographic_spread,distributor_count,distributor_concentration,distributor_mix_change,channel_mix,subchannel_mix,simulated_target,simulated_expected_incentive,simulated_actual_payout,simulated_adjustment,simulated_payout_delta,simulated_attainment,repeat_customers,lost_customers,distributor_mix_summary,channel_summary,pca_raw_score,pca_score_percentile,pca_review_flag,pca_threshold_exceedance,pca_raw_threshold,ewma_score,robust_peer_percentile,kmeans_percentile,autoencoder_percentile,isolation_forest_percentile,temporal_review_flag,robust_peer_flag,peer_flag,kmeans_distance,kmeans_cluster,dbscan_cluster,dbscan_noise,top_driver_1_feature,top_driver_1,top_driver_1_contribution,top_driver_2_feature,top_driver_2,top_driver_2_contribution,top_driver_3_feature,top_driver_3,top_driver_3_contribution,strongest_peer_deviation_metric,strongest_peer_deviation_value,peer_comparison_cohort,strongest_history_deviation_metric,strongest_history_deviation_value,temporal_metric_feature,temporal_observed,temporal_expected,temporal_direction,temporal_history_length,temporal_available,temporal_metric,ewma_sales_observed,ewma_sales_expected,ewma_sales_raw_score,ewma_sales_history_length,ewma_sales_available,business_rule_flag,business_rule_summary,number_of_supporting_signals,review_priority,model_agreement_summary,pca_rank,review_rank
obs_a943a1d9a04eea0a,Jessica Smith,Britanny Bold,Delta,Germany|Poland,Analgesics,2018-08-01,validation,14016644.0,22248.0,110,127424.03636363636,100,15,40,100,5.340473487909654,11,0.8078824268425813,0.7876661737743985,0.472989541654835,0.5465282844295316,3637113.34,3176.891285713961,3176.891285713961,0.0,0.0,385.3782571427922,85,88,11 distributors; concentration index 0.808; mix change 0.788,Channel diversity index 0.473; subchannel diversity index 0.547,0.1067134857533991,0.9770241473227032,False,True,0.0837369402687258,0.8011402496429638,0.6743308683210075,0.9537194797109037,0.992757307804722,0.9781760816469328,False,False,False,10.711168748018956,2,-1,True,distributor_concentration,Distributor concentration,1.8623753778897336,distinct_customers_team_relative,Customer coverage: team relative,1.238623548132145,dominant_product_share,Dominant product share,0.6683007484835776,Sales,1.6628129947403674,product_class|peer_country|date,Sales: personal history deviation,5.106745278131497,total_sales,14016644.0,4013633.650788048,up,19,True,Sales,14016644.0,4013633.650788048,5.285009335206155,19,True,True,High DEMO attainment without customer growth; Sales growth is concentrated in few customers,1,Medium,PCA + Business Rule,403,403
obs_4b6156e52f599913,Daniel Gates,Alisha Cordwell,Charlie,Germany,Antimalarial,2019-01-01,test,1225700.0,3310.0,45,27237.777777777777,44,9,28,43,2.7191290023487564,3,0.7034238572122887,0.7246261325615043,0.3404227615751738,0.5040297878518869,3274630.5900000003,530.726321560442,530.726321560442,0.0,0.0,37.43017620805893,35,72,3 distributors; concentration index 0.703; mix change 0.725,Channel diversity index 0.340; subchannel diversity index 0.504,0.1065405765183913,0.9769295131683166,False,True,0.0837369402687258,0.6445876980317442,0.4937112527090578,0.992601792196946,0.9874048522348544,0.982374352917674,False,False,False,13.572379906178709,3,-1,True,distributor_count,Distributor count,2.1856654903840127,simulated_actual_payout_peer_median,DEMO payout: peer median,0.8526838854113589,product_breadth_change,Product breadth change,0.6273023525769871,Sales,1.2019065252157413,product_class|peer_country|date,Customer coverage: personal history deviation,-3.597284050541841,distinct_customers,44.0,88.00605810718906,down,24,True,Customer coverage,1225700.0,3472347.64307178,0.8595625817296029,24,True,False,,0,Medium,PCA only,404,404
obs_83fd385d1a58f2e7,Sheila Stones,Britanny Bold,Delta,Germany|Poland,Antibiotics,2018-07-01,validation,9252355.0,19041.0,87,106348.908045977,83,23,33,83,5.643634084287557,11,0.8198681742885762,0.6622127807373008,0.1313466897429902,0.1995172759339775,4924471.2,2098.5656185784983,2098.5656185784983,0.0,0.0,187.88524948627983,60,80,11 distributors; concentration index 0.820; mix change 0.662,Channel diversity index 0.131; subchannel diversity index 0.200,0.1065104481794652,0.976913023766364,False,True,0.0837369402687258,0.2822452282615705,0.9627197724074013,0.9792922605661334,0.9882800652379748,0.9833351081869,False,True,True,11.866785543235329,2,-1,True,simulated_actual_payout_peer_z,DEMO payout: peer deviation,1.2590531963173242,total_sales_lag_12,Sales: lag 12,0.9550205473268808,simulated_actual_payout_year_over_year_growth,DEMO payout: year-over-year change,0.7533270411516872,DEMO payout,6.56805799624342,product_class|peer_country|team|date,Sales: personal history deviation,1.724356115822823,total_sales,9252355.0,5355934.623340334,up,18,True,Sales,9252355.0,5355934.623340334,1.3330264001221688,18,True,True,Sales growth is concentrated in few customers,2,Medium,PCA + Peer + Business Rule,405,405
obs_086e9144f8bbba1c,Stella Given,Alisha Cordwell,Charlie,Germany|Poland,Antimalarial,2018-05-01,train,16290031.0,25920.0,103,158155.64077669903,96,32,31,96,5.663964727090039,13,0.8715677623753734,0.7744298086242375,0.1063339677297461,0.1410502876014765,3329310.2,3696.4573772669182,3696.4573772669182,0.0,0.0,489.29147545338367,64,52,13 distributors; concentration index 0.872; mix change 0.774,Channel diversity index 0.106; subchannel diversity index 0.141,0.1064287819544482,0.9768683274021353,True,True,0.0837369402687258,0.8608540925266904,0.998932384341637,0.9939501779359432,0.900711743772242,0.998932384341637,False,True,True,15.108570046287806,2,-1,True,total_sales_year_over_year_growth,Sales: year-over-year change,1.274380050286096,simulated_actual_payout_year_over_year_growth,DEMO payout: year-over-year change,1.059296333551483,total_sales_lag_12,Sales: lag 12,1.0361097927284295,Sales,20.75770452298315,product_class|peer_country|date,Sales: personal history deviation,7.20125413832879,total_sales,16290031.0,2734320.182512562,up,16,True,Sales,16290031.0,2734320.182512562,7.029341594811332,16,True,True,Sales growth is concentrated in few customers,2,High,PCA + Peer + Business Rule,406,406
obs_b5b4c5d2b06e9f98,Abigail Thompson,Tracy Banks,Bravo,Germany,Analgesics,2019-01-01,test,1964586.0,3868.0,42,46775.857142857145,39,4,31,39,2.698570683553561,3,0.5661696034660052,0.4817331014019914,0.4551244896473603,0.7015200145234493,4745565.350000001,560.4876640251092,560.4876640251092,0.0,0.0,41.3983552033479,35,83,3 distributors; concentration index 0.566; mix change 0.482,Channel diversity index 0.455; subchannel diversity index 0.702,0.1063779182083801,0.9768503173914248,False,True,0.0837369402687258,0.6183363978213373,0.807572819324864,0.9854439682496696,0.9923703884746872,0.9822216654786632,False,False,False,12.336911163150909,3,-1,True,distributor_count,Distributor count,2.1695040289112764,simulated_actual_payout_peer_median,DEMO payout: peer median,1.3258154888139575,distinct_customers_history_deviation,Customer coverage: personal history deviation,0.8187318937966758,Quantity,2.4420788823775066,product_class|peer_country|date,Customer coverage: personal history deviation,-2.9227932910652457,distinct_customers,39.0,100.10435007234098,down,24,True,Customer coverage,1964586.0,4940742.856910006,1.0538383592605072,24,True,False,,0,Medium,PCA only,407,407
obs_d8b8034144828733,Abigail Thompson,Tracy Banks,Bravo,Germany|Poland,Antiseptics,2018-12-01,validation,2463768.0,4841.0,103,23920.077669902912,91,8,41,91,5.796086960101256,12,0.2175051735956733,0.5698782455783067,0.38543422468773,0.6869826768905024,3689402.32,750.8469772957696,750.8469772957696,0.0,0.0,66.77959697276928,83,111,12 distributors; concentration index 0.218; mix change 0.570,Channel diversity index 0.385; subchannel diversity index 0.687,0.1053744126840019,0.9764949926928138,False,True,0.0837369402687258,0.5831250309999247,0.3569274817648137,0.9050617700476076,0.9341275482357376,0.905054802055278,False,False,False,9.725735525390853,3,1,False,new_customers,New customers,1.040434906545462,distributor_concentration,Distributor concentration,0.7510194397937399,distinct_customers_lag_2,Customer coverage: lag 2,0.6619064935997706,Quantity,-0.9781830404319248,product_class|peer_country|date,Customer coverage: personal history deviation,-2.890625,distinct_customers,91.0,126.9270527583308,down,23,True,Customer coverage,2463768.0,4134689.098990411,0.957770773305722,23,True,False,,0,Medium,PCA only,408,408
obs_d1ccc5d0742f68ae,Morris Garcia,Tracy Banks,Bravo,Germany|Poland,Antimalarial,2018-10-01,validation,5171908.0,12466.0,124,41708.93548387097,116,23,34,116,5.631386301889963,14,0.4796615769761709,0.5793848209676222,0.3764455515203517,0.5615228707469309,1723195.15,2750.673908001656,2750.673908001656,0.0,0.0,300.1347816003312,93,60,14 distributors; concentration index 0.480; mix change 0.579,Channel diversity index 0.376; subchannel diversity index 0.562,0.1051414713108467,0.976412512007656,False,True,0.0837369402687258,0.8330415859731805,0.8711704165115574,0.6378061146975801,0.9849903626910536,0.9105975520366064,False,False,False,8.059855443618915,2,1,False,simulated_actual_payout_year_over_year_growth,DEMO payout: year-over-year change,1.3371215905289635,distinct_products,Product breadth,0.7988031671550841,new_customers,New customers,0.7829237357913872,DEMO payout,3.029847197191383,product_class|peer_country|date,Customer coverage: personal history deviation,6.111111111111111,distinct_customers,116.0,72.26282322337565,up,21,True,Customer coverage,5171908.0,2412534.7943414035,3.144686551604232,21,True,True,Sudden customer expansion,1,Medium,PCA + Business Rule,409,409
obs_832b2a61982038e4,Daniel Gates,Alisha Cordwell,Charlie,Germany|Poland,Mood Stabilizers,2018-12-01,validation,1544908.0,3865.0,85,18175.38823529412,83,3,38,83,5.55461701350153,12,0.5087732542346342,0.2924985462153451,0.3110289761672877,0.602401434395476,4351315.34,516.2829304391439,516.2829304391439,0.0,0.0,35.5043907252192,80,91,12 distributors; concentration index 0.509; mix change 0.292,Channel diversity index 0.311; subchannel diversity index 0.602,0.1049367099906244,0.9763400094128742,False,True,0.0837369402687258,0.4730296642390859,0.0758007117437722,0.6865217008559832,0.8225395882763071,0.8329172963020686,False,False,False,8.287875637367996,3,1,False,new_customers,New customers,4.141833358588713,distributor_concentration,Distributor concentration,1.3935418799325503,distributor_mix_change,Distributor mix change,0.6282365911916536,Customer coverage,-0.5681818181818181,product_class|peer_country|date,Quantity: personal history deviation,-2.2645683859168644,total_quantity,3865.0,9963.0716531814,down,23,True,Quantity,1544908.0,4395930.529113683,2.040914427481054,23,True,False,,0,Medium,PCA only,410,410
obs_997531eee4ab4fe4,Steve Pepple,Tracy Banks,Bravo,Germany|Poland,Mood Stabilizers,2018-12-01,validation,2700968.0,7773.0,100,27009.68,94,4,37,94,5.51125923187792,14,0.1928004878081543,0.519471165364408,0.4746034437774854,0.737276778373121,3510541.79,827.0408447409482,827.0408447409482,0.0,0.0,76.93877929879308,90,80,14 distributors; concentration index 0.193; mix change 0.519,Channel diversity index 0.475; subchannel diversity index 0.737,0.1047889247869839,0.9762876811180446,False,True,0.0837369402687258,0.2048612606885611,0.5375619423164497,0.6779928340387718,0.9739141262069092,0.7049959858492766,False,False,False,8.25748900869992,3,1,False,new_customers,New customers,4.594832035593945,simulated_actual_payout_lag_12,DEMO payout: lag 12,0.6288350027433544,distinct_customers_rolling_MAD,Customer coverage: prior historical variation,0.5843007243485515,Quantity,1.2761271163616417,product_class|peer_country|date,DEMO payout: personal history deviation,-0.7074611073060855,simulated_actual_payout,827.0408447409482,1177.3805798928818,down,23,True,DEMO payout,2700968.0,3562290.089045213,0.5197182473582156,23,True,False,,0,Medium,PCA only,411,411
obs_86266d57f1974de3,Jessica Smith,Britanny Bold,Delta,Germany|Poland,Antimalarial,2018-12-01,validation,874545.0,2552.0,90,9717.166666666666,85,12,29,84,5.500339523122569,15,0.1745629957163879,0.4296168178406126,0.4965376686979728,0.7268122031720821,1727054.56,629.7846143320453,629.7846143320453,0.0,0.0,50.637948577606025,73,88,15 distributors; concentration index 0.175; mix change 0.430,Channel diversity index 0.497; subchannel diversity index 0.727,0.1046334018503117,0.9762326130200046,False,True,0.0837369402687258,0.7741889187724017,0.7249110320284697,0.9690612499128178,0.9839968981683292,0.9595191841841092,False,False,False,11.350640053128972,0,1,False,new_customers,New customers,1.095564553182735,total_sales_peer_country_product_class_relative,Sales: peer country product class relative,0.6958623711417162,distributor_count,Distributor count,0.607297940314352,Customer coverage,1.8885741265344669,product_class|date,Quantity: personal history deviation,-3.947505347748165,total_quantity,2552.0,5666.097181149006,down,23,True,Quantity,874545.0,1906464.8406295408,4.647091126553984,23,True,False,,0,Medium,PCA only,412,412
obs_4c08eca9ff75fa34,Stella Given,Alisha Cordwell,Charlie,Germany|Poland,Mood Stabilizers,2018-11-01,validation,1243990.0,3111.0,94,13233.936170212766,85,3,38,85,5.29515152976538,12,0.3978165470308214,0.5256035623417887,0.4565782621257341,0.6962319654748363,2969582.7,564.1830331918353,564.1830331918353,0.0,0.0,41.89107109224471,82,104,12 distributors; concentration index 0.398; mix change 0.526,Channel diversity index 0.457; subchannel diversity index 0.696,0.1045537990218067,0.9762044269758224,False,True,0.0837369402687258,0.5078320768836321,0.596639080463258,0.8174994522144041,0.9340067079130286,0.9516677087783906,False,False,False,8.954922869136642,3,1,False,new_customers,New customers,4.653554690400761,product_breadth_change,Product breadth change,0.6078873791062367,distinct_customers_rolling_MAD,Customer coverage: prior historical variation,0.3736042670169936,Customer coverage,-1.4239249366728122,product_class|peer_country|date,Sales: personal history deviation,-1.8976508070852292,simulated_actual_payout,564.1830331918353,1391.7850334834975,down,22,True,DEMO payout,1243990.0,3740059.120365176,2.345028312771347,22,True,False,,0,Medium,PCA only,413,413
obs_8fdc05181cc4a0c0,Morris Garcia,Tracy Banks,Bravo,Germany,Antipiretics,2019-01-01,test,1114934.0,2051.0,46,24237.695652173912,46,8,25,46,2.4234402995968662,3,0.5533539545252204,0.628053298478365,0.4993354157432355,0.7271634709743884,4711228.24,427.4909763234057,427.4909763234057,0.0,0.0,23.66546350978742,38,71,3 distributors; concentration index 0.553; mix change 0.628,Channel diversity index 0.499; subchannel diversity index 0.727,0.1045397844390875,0.9761994646440167,False,True,0.0837369402687258,0.7358540570545314,0.1487544483985765,0.9477873776897292,0.9766163274742268,0.9504436973579944,False,False,False,10.498061498549848,3,-1,True,distributor_count,Distributor count,1.5575508322988632,representative_rank,Representative rank,0.8123678143869175,simulated_actual_payout_peer_median,DEMO payout: peer median,0.8001190072832943,Customer coverage,0.6744907594765952,product_class|peer_country|date,Customer coverage: personal history deviation,-4.556213017751479,distinct_customers,46.0,81.06729458838126,down,24,True,Customer coverage,1114934.0,3351044.6041395413,1.9357999451434775,24,True,False,,0,Medium,PCA only,414,414
obs_d98fbee3187ea3db,Jessica Smith,Britanny Bold,Delta,Germany,Antipiretics,2017-10-01,train,5327039.0,18367.0,55,96855.25454545456,54,26,28,54,2.654544537546542,8,0.3864653578993762,0.2569614127447566,0.3285111493876839,0.4216267911021394,2784053.95,2141.763546823509,2141.763546823509,0.0,0.0,191.3410837458807,28,40,8 distributors; concentration index 0.386; mix change 0.257,Channel diversity index 0.329; subchannel diversity index 0.422,0.1044186801794283,0.9761565836298932,True,True,0.0837369402687258,0.9448398576512456,0.8964412811387901,0.3355871886120996,0.9533807829181494,0.800355871886121,False,False,False,6.944999129626965,2,1,False,customer_loss_rate,Customer loss rate,1.805380484560888,product_mix_change,Product mix change,1.199117136620461,distributor_mix_change,Distributor mix change,1.110492701585256,Quantity,3.461198609773273,product_class|peer_country|team|date,Quantity: personal history deviation,14.077600111467412,total_quantity,18367.0,5713.871172969999,up,9,True,Quantity,5327039.0,2674978.25818573,4.029755795957313,9,True,False,,0,High,PCA only,415,415
obs_9381de55942bf2ca,Abigail Thompson,Tracy Banks,Bravo,Germany,Antipiretics,2019-01-01,test,1038992.0,2057.0,37,28080.864864864863,34,2,22,34,2.763570883990645,3,0.5544477607606432,0.587552362760062,0.4883254884357664,0.664138033114833,2364929.44,579.4998940856349,579.4998940856349,0.0,0.0,43.933319211418,32,74,3 distributors; concentration index 0.554; mix change 0.588,Channel diversity index 0.488; subchannel diversity index 0.664,0.1038801412620194,0.9757179480752076,False,True,0.0837369402687258,0.6385936871276688,0.6458384847155059,0.9711287886948744,0.9914366047682454,0.980357999018522,False,False,False,11.535273796251882,3,-1,True,new_customers,New customers,1.6593558574854,distributor_count,Distributor count,1.2957975777453536,distinct_customers_history_deviation,Customer coverage: personal history deviation,0.8285672373772139,DEMO payout,1.5682316066632196,product_class|peer_country|date,Customer coverage: personal history deviation,-3.0352084176446783,distinct_customers,34.0,77.43457951323438,down,24,True,Customer coverage,1038992.0,3671035.1269714967,1.5398282418292069,24,True,False,,0,Medium,PCA only,416,416
obs_1f1963680bbeeb26,Jessica Smith,Britanny Bold,Delta,Germany|Poland,Antibiotics,2018-04-01,train,7372282.0,17273.0,95,77602.96842105263,93,37,35,93,5.547347413388149,14,0.4204912402167173,0.6085376167884188,0.2960079911145175,0.5679080928527955,1397743.99,3887.207547570997,3887.207547570997,0.0,0.0,527.4415095141994,56,76,14 distributors; concentration index 0.420; mix change 0.609,Channel diversity index 0.296; subchannel diversity index 0.568,0.1035448300856975,0.9754448398576512,True,True,0.0837369402687258,0.7042704626334519,0.7391459074733097,0.7213523131672598,0.7875444839857652,0.9768683274021353,False,False,False,8.437326518413581,2,-1,True,product_mix_change,Product mix change,0.903306837719994,simulated_actual_payout_acceleration,DEMO payout: change in growth,0.8245780193646165,simulated_actual_payout_year_over_year_growth,DEMO payout: year-over-year change,0.7490724170681122,Customer coverage,1.9715883738546631,product_class|peer_country|team|date,Quantity: personal history deviation,4.061626173903236,total_quantity,17273.0,6196.556014703841,up,15,True,Quantity,7372282.0,2513698.308675531,3.228953552578295,15,True,True,Sales growth is concentrated in few customers,1,High,PCA + Business Rule,417,417
obs_96f4af0799efbbc0,Sheila Stones,Britanny Bold,Delta,Germany,Antiseptics,2017-03-01,train,2521318.0,7382.0,80,31516.475,77,63,38,77,2.8052848887105086,11,0.2351050729703661,0.590397852188277,0.2874985098941476,0.6105328395293137,1567424.645,1760.717076609447,1760.717076609447,0.0,0.0,160.85736612875576,14,50,11 distributors; concentration index 0.235; mix change 0.590,Channel diversity index 0.287; subchannel diversity index 0.611,0.1035066063519128,0.9747330960854091,True,True,0.0837369402687258,0.0832740213523131,0.501423487544484,0.6900355871886121,0.9362989323843416,0.5790035587188612,False,False,False,8.307886671938991,0,1,False,distinct_customers_rolling_std,Customer coverage: rolling std,5.979696252844592,total_quantity_rolling_std,Quantity: rolling std,0.7587679397784791,distributor_mix_change,Distributor mix change,0.6542741210807729,Quantity,-1.213532119501965,product_class|peer_country|team|date,,,distinct_customers,77.0,57.0,,2,False,Customer coverage,2521318.0,1638220.4999999998,0.0,2,False,False,,0,High,PCA only,418,418
obs_14a4bb5dfce4659d,Anne Wu,Britanny Bold,Delta,Germany|Poland,Antibiotics,2018-11-01,validation,710444.0,1784.0,94,7557.914893617021,88,9,35,88,5.820297185546214,14,0.1804546720061126,0.3809695217842311,0.4933760119139754,0.7421322499109164,3296204.97,411.65044493577113,411.65044493577113,0.0,0.0,21.55339265810281,79,83,14 distributors; concentration index 0.180; mix change 0.381,Channel diversity index 0.493; subchannel diversity index 0.742,0.1034834100068198,0.974569114726291,False,True,0.0837369402687258,0.774289403194368,0.2709067124261463,0.819532455429856,0.9679369561273596,0.960586833566108,False,False,False,8.983669388069911,3,1,False,new_customers,New customers,2.38344434872678,simulated_actual_payout_lag_12,DEMO payout: lag 12,0.9553806010991198,simulated_actual_payout_history_deviation,DEMO payout: personal history deviation,0.8908492591523908,Quantity,-0.8306726343328833,product_class|peer_country|team|date,DEMO payout: personal history deviation,-5.245097475592655,simulated_actual_payout,411.65044493577113,1287.508339884334,down,22,True,DEMO payout,710444.0,3286910.768193526,2.4764765452586204,22,True,False,,0,Medium,PCA only,419,419
obs_0e6867b30abbbb6d,Alan Ray,James Goodwill,Alfa,Germany|Poland,Antibiotics,2018-02-01,train,4916955.0,9067.0,77,63856.55844155844,73,45,27,73,5.467392508721041,12,0.2307165052431214,0.6074177686799388,0.4366805713410422,0.6872242062506208,1355575.79,3063.6038708687765,3063.6038708687765,0.0,0.0,362.7207741737553,28,63,12 distributors; concentration index 0.231; mix change 0.607,Channel diversity index 0.437; subchannel diversity index 0.687,0.1034059250656528,0.9740213523131672,True,True,0.0837369402687258,0.90711743772242,0.3220640569395018,0.6765124555160142,0.9306049822064056,0.6857651245551601,False,False,False,8.251246835808056,2,1,False,simulated_actual_payout_year_over_year_growth,DEMO payout: year-over-year change,2.2644854730897968,simulated_actual_payout_lag_12,DEMO payout: lag 12,1.4710658982752916,total_quantity_acceleration,Quantity: change in growth,0.6723573556149466,Sales,0.9174156312336096,product_class|peer_country|date,DEMO payout: personal history deviation,14.339117881705384,simulated_actual_payout,3063.6038708687765,1522.772717632903,up,13,True,DEMO payout,4916955.0,2069111.3758936268,1.85192036279188,13,True,True,Sales growth is concentrated in few customers,1,High,PCA + Business Rule,420,420
obs_5327c3840f4cea12,Sheila Stones,Britanny Bold,Delta,Germany,Antipiretics,2019-01-01,test,966933.0,1896.0,44,21975.75,43,3,27,43,2.5396852549483184,3,0.4044235110810433,0.449342263687898,0.4898434781323511,0.7287534420147549,3649686.55,448.70192688191264,448.70192688191264,0.0,0.0,26.493590250921685,40,51,3 distributors; concentration index 0.404; mix change 0.449,Channel diversity index 0.490; subchannel diversity index 0.729,0.1029978900386131,0.9736529144547542,False,True,0.0837369402687258,0.7424999694674916,0.0820506608224081,0.957206234003822,0.9926415010398568,0.94465119294864,False,False,False,10.790391838524986,3,-1,True,distributor_count,Distributor count,1.9204002255228807,new_customers,New customers,1.3885402384145675,distinct_customers_rolling_std,Customer coverage: rolling std,1.21973644726269,DEMO payout,0.5761631900504817,product_class|peer_country|team|date,Customer coverage: personal history deviation,-5.449735449735449,distinct_customers,43.0,83.1789210469567,down,24,True,Customer coverage,966933.0,2711281.629310793,0.9641959011845612,24,True,False,,0,Medium,PCA only,421,421
obs_4f95d43413528ed7,Erica Jones,James Goodwill,Alfa,Germany|Poland,Analgesics,2018-12-01,validation,6953390.0,15233.0,87,79924.02298850575,79,6,37,79,5.769773513394848,10,0.5771398809573456,0.3563987724196066,0.1915016354420247,0.301072948732102,3296440.8400000003,2304.6814484921865,2304.6814484921865,0.0,0.0,210.9362896984373,73,97,10 distributors; concentration index 0.577; mix change 0.356,Channel diversity index 0.192; subchannel diversity index 0.301,0.102936961485655,0.9735978986250324,False,True,0.0837369402687258,0.6079620633436957,0.9759708471964406,0.9905706990533216,0.9929555061693108,0.990790896160706,False,True,True,12.779082848443654,2,-1,True,new_customers,New customers,1.3197239392625806,product_mix_change,Product mix change,0.966946729033356,distributor_mix_change,Distributor mix change,0.8472678926243077,DEMO payout,8.141968284517125,product_class|peer_country|date,Customer coverage: personal history deviation,-2.0202020202020203,distinct_customers,79.0,108.58479388149414,down,23,True,Customer coverage,6953390.0,4251202.747374943,0.8476266631094115,23,True,True,Sales growth is concentrated in few customers,2,Medium,PCA + Peer + Business Rule,422,422
obs_848ab056cb80733d,Jessica Smith,Britanny Bold,Delta,Germany|Poland,Analgesics,2018-10-01,validation,3518861.0,9001.0,127,27707.56692913386,116,10,39,116,5.788086298595156,13,0.2478686689169258,0.2509264745066067,0.467024580169482,0.6917341199109273,3637113.34,975.6154821944592,975.6154821944592,0.0,0.0,96.74873095926122,106,75,13 distributors; concentration index 0.248; mix change 0.251,Channel diversity index 0.467; subchannel diversity index 0.692,0.1028529222339508,0.9735220148408752,False,True,0.0837369402687258,0.4230330221476627,0.6918127244674865,0.7741662940239691,0.9852145559620558,0.891003334542602,False,False,False,8.693998576553707,3,1,False,new_customers,New customers,2.2479207206704968,distributor_mix_change,Distributor mix change,1.023446782254365,distinct_customers_rolling_std,Customer coverage: rolling std,0.8803804013421141,DEMO payout,-1.7588844652607327,product_class|peer_country|team|date,Customer coverage: personal history deviation,1.7171717171717171,distinct_customers,116.0,96.35544317735774,up,21,True,Customer coverage,3518861.0,5854393.928886144,1.1028198043208512,21,True,False,,0,Medium,PCA only,423,423
obs_290bd7871d4cbc5d,Steve Pepple,Tracy Banks,Bravo,Germany,Antipiretics,2017-02-01,train,3307783.0,9427.0,56,59067.55357142857,54,48,26,54,2.728898265315429,6,0.3999492641306445,0.6292525297356192,0.380494323109631,0.5148051298293292,698466.6900000001,3617.888868114813,3617.888868114813,0.0,0.0,473.5777736229626,6,29,6 distributors; concentration index 0.400; mix change 0.629,Channel diversity index 0.380; subchannel diversity index 0.515,0.1026176879648212,0.9733096085409252,True,True,0.0837369402687258,0.0832740213523131,0.7441281138790036,0.8907473309608541,0.1612099644128113,0.8693950177935943,False,False,False,9.580815188335697,2,1,False,total_quantity_rolling_mean_6,Quantity: rolling mean 6,1.35607411487043,total_quantity_month_over_month_growth,Quantity: month-over-month change,0.6620931985531114,simulated_actual_payout_rolling_std,DEMO payout: rolling std,0.5478467562793568,Quantity,2.012959641904277,product_class|peer_country|date,,,distinct_customers,54.0,35.0,,1,False,Customer coverage,3307783.0,678123.0,0.0,1,False,True,Sudden customer expansion; Sales growth is concentrated in few customers,1,High,PCA + Business Rule,424,424
obs_063693637ef59cce,Abigail Thompson,Tracy Banks,Bravo,Germany|Poland,Analgesics,2018-11-01,validation,4607345.0,11339.0,116,39718.49137931035,108,9,40,108,5.234516330941666,12,0.2366896415823876,0.2055157583622858,0.465213517408269,0.6403612828652554,7166612.28,732.1676707198677,732.1676707198677,0.0,0.0,64.28902276264903,99,119,12 distributors; concentration index 0.237; mix change 0.206,Channel diversity index 0.465; subchannel diversity index 0.640,0.1024146379525534,0.9732318900838722,False,True,0.0837369402687258,0.1897768000371833,0.0227614123251089,0.9200565726893492,0.9620339774711378,0.9374426652820224,False,False,False,9.888204211665329,3,-1,True,new_customers,New customers,2.5977186654495923,distributor_mix_change,Distributor mix change,2.490740284586706,distributor_concentration,Distributor concentration,0.5766790316025959,Quantity,0.3702426007751208,product_class|peer_country|date,DEMO payout: personal history deviation,-0.7125194978875712,simulated_actual_payout,732.1676707198677,1871.652458993968,down,22,True,DEMO payout,4607345.0,6955371.034510219,0.5079070101673374,22,True,True,Repeated prior rule-triggering periods (not confirmed misconduct),1,Medium,PCA + Business Rule,425,425
obs_25d9ae24b9549e5f,Stella Given,Alisha Cordwell,Charlie,Germany|Poland,Antipiretics,2018-08-01,validation,1946931.0,4919.0,74,26309.87837837838,70,11,28,70,5.438089082666982,11,0.2369496377568094,0.3301472055214386,0.4653906201405658,0.6643200031068638,2647257.59,801.5890314247811,801.5890314247811,0.0,0.0,73.5452041899708,59,67,11 distributors; concentration index 0.237; mix change 0.330,Channel diversity index 0.465; subchannel diversity index 0.664,0.1023481922164956,0.973206457629934,False,True,0.0837369402687258,0.4720916155990683,0.6930241001394921,0.3909998602286522,0.9802877614740726,0.7657733522484677,False,False,False,7.112102253319174,3,1,False,distributor_mix_change,Distributor mix change,1.231594043130687,simulated_actual_payout_lag_12,DEMO payout: lag 12,1.1089389799938214,country_mix,Country mix diversity,0.7418085223145262,Customer coverage,-1.7647058823529411,product_class|peer_country|date,Customer coverage: personal history deviation,-1.1392405063291138,simulated_actual_payout,801.5890314247811,1025.1733085140463,down,19,True,DEMO payout,1946931.0,3033870.901592724,0.8089540180518924,19,True,False,,0,Medium,PCA only,426,426
