observation_id,representative,product_class,date,total_sales,total_quantity,distinct_customers,simulated_actual_payout
obs_7ee56118602d5484,Daniel Gates,Antibiotics,2018-05-01,6115508.0,21375.0,82,1436.9906136367795
obs_0440c545ba985eb1,Daniel Gates,Antibiotics,2018-06-01,2921339.0,7759.0,79,733.5187662824794
obs_48f0d611bca2c6ed,Daniel Gates,Antibiotics,2018-07-01,4553764.0,11219.0,91,1641.7395828964811
obs_bd3145d07fd9cac8,Daniel Gates,Antibiotics,2018-08-01,3083833.0,7657.0,83,743.1106368312933
obs_5c6a61e0c9792ecc,Daniel Gates,Antibiotics,2018-09-01,1947753.0,4562.0,83,709.903875330738
obs_5fe4bb7aac642e27,Daniel Gates,Antibiotics,2018-10-01,4415195.0,9153.0,105,1487.5280565527707
obs_cdfe529bad55d8c9,Daniel Gates,Antibiotics,2018-11-01,2680560.0,7249.0,78,882.9344285731111
obs_a23f8156bc3bc3fe,Daniel Gates,Antibiotics,2018-12-01,5473033.0,8764.0,65,2227.8517697070106
obs_c4103f019ef5a7a9,Daniel Gates,Antibiotics,2019-01-01,703518.0,1347.0,36,366.02440851412325
obs_2377e7f08916fe5a,Daniel Gates,Antibiotics,2019-02-01,8381469.0,33750.0,43,2767.8448801163413
obs_0c6472ff7367b6e1,Daniel Gates,Antibiotics,2019-03-01,2640593.0,5618.0,63,601.3156038350003
obs_de8639cf7c1808d7,Daniel Gates,Antibiotics,2019-04-01,1056681.0,3029.0,38,541.3845157589069
obs_154c1d1a1ba3152c,Daniel Gates,Antimalarial,2017-01-01,3596082.0,8258.0,44,18706.708737864075
obs_a8268acde4b8eaf8,Daniel Gates,Antimalarial,2017-02-01,2431411.0,7399.0,40,742.3260656772068
obs_f18114503d67d0f3,Daniel Gates,Antimalarial,2017-03-01,1084703.0,3073.0,45,512.0765487586292
obs_d854c829244150d9,Daniel Gates,Antimalarial,2017-04-01,1209743.0,3870.0,46,612.2920292960418
obs_ebeb8afb53f24cc0,Daniel Gates,Antimalarial,2017-05-01,745994.0,3791.0,51,699.0205891359626
obs_4bebf820e8e4332d,Daniel Gates,Antimalarial,2017-06-01,1283776.0,3193.0,53,1186.3199719409567
obs_028db214774bf3fd,Daniel Gates,Antimalarial,2017-07-01,3396044.0,7729.0,50,2612.7398947906204
obs_089b36475b709e7c,Daniel Gates,Antimalarial,2017-08-01,1623995.0,4934.0,35,1285.2115310198988
obs_29273ce4af30e523,Daniel Gates,Antimalarial,2017-09-01,866753.0,3747.0,45,638.6285519615013
obs_47df8de1f8b499ed,Daniel Gates,Antimalarial,2017-10-01,2258135.0,5811.0,37,1437.4775458590566
obs_6b6ff1c7fb151f8e,Daniel Gates,Antimalarial,2017-11-01,2282765.0,6467.0,50,1455.8832532036165
obs_b53d6350e9a049b1,Daniel Gates,Antimalarial,2017-12-01,763779.0,2834.0,38,496.2872048312229
obs_b952e4043d62e0d6,Daniel Gates,Antimalarial,2018-01-01,1370257.0,4113.0,72,691.8513292855877
obs_118404618c74dca2,Daniel Gates,Antimalarial,2018-02-01,5627155.0,12763.0,87,3243.5155527588613
obs_4889326aedd448a7,Daniel Gates,Antimalarial,2018-03-01,2650757.0,8978.0,86,2097.6895989556097
obs_d58927a034600285,Daniel Gates,Antimalarial,2018-04-01,1045886.0,4270.0,71,537.301882340839
obs_8ff6c0b7bf653105,Daniel Gates,Antimalarial,2018-05-01,2047065.0,5105.0,75,812.3228800978784
obs_e47ca23204bbb3b2,Daniel Gates,Antimalarial,2018-06-01,5463691.0,11690.0,81,2545.6487382989885
obs_4beb8f6a4d8a2e19,Daniel Gates,Antimalarial,2018-07-01,14704679.0,29041.0,81,4737.038120098965
obs_0419ff12a579654b,Daniel Gates,Antimalarial,2018-08-01,5625879.0,12841.0,94,999.770408859406
obs_0fa459ae12407e95,Daniel Gates,Antimalarial,2018-09-01,2100032.0,5811.0,90,521.8063283200913
obs_bda94eddac6e3229,Daniel Gates,Antimalarial,2018-10-01,4586117.0,11685.0,112,843.5793468939293
obs_39b8dd5eeaeca1e9,Daniel Gates,Antimalarial,2018-11-01,3179253.0,8343.0,99,754.7821607132329
obs_da569ddaf01a28dd,Daniel Gates,Antimalarial,2018-12-01,1320467.0,3466.0,73,552.4311362094738
obs_4b6156e52f599913,Daniel Gates,Antimalarial,2019-01-01,1225700.0,3310.0,44,530.726321560442
obs_a60cd302ff931258,Daniel Gates,Antimalarial,2019-02-01,9384790.0,24997.0,44,4700.084932808524
obs_7eb0ce7600bf8974,Daniel Gates,Antimalarial,2019-03-01,2359840.0,9335.0,63,1918.8413986458056
obs_f753afdb6e06e37c,Daniel Gates,Antimalarial,2019-04-01,453900.0,1246.0,34,390.05598207415085
obs_1a0e10c779fcf4ec,Daniel Gates,Antipiretics,2017-01-01,1679954.0,3791.0,39,9405.11650485437
obs_314a98cd4e2b871c,Daniel Gates,Antipiretics,2017-02-01,2949872.0,6244.0,32,1880.9760550424683
obs_f145d72eab09f819,Daniel Gates,Antipiretics,2017-03-01,997227.0,2730.0,39,563.6775183553523
obs_0ef32fe52a570a0a,Daniel Gates,Antipiretics,2017-04-01,1617653.0,2974.0,34,951.1517398112762
obs_841b343ef7d93d8f,Daniel Gates,Antipiretics,2017-05-01,1969747.0,4182.0,43,1227.739453513315
obs_2ec7bd68440d75fe,Daniel Gates,Antipiretics,2017-06-01,3127265.0,7381.0,46,2096.1301741245534
obs_6c43cd2fe99b518c,Daniel Gates,Antipiretics,2017-07-01,4977607.0,13231.0,47,2476.712911693686
obs_45d6504b2b111753,Daniel Gates,Antipiretics,2017-08-01,2946519.0,6659.0,64,936.0702702487062
obs_10f7714a6ea99690,Daniel Gates,Antipiretics,2017-09-01,2968539.0,7259.0,50,941.1974278712692
obs_af849a5e76efc113,Daniel Gates,Antipiretics,2017-10-01,1254444.0,3088.0,48,557.7035865411835
obs_7bd95a9694ac5a71,Daniel Gates,Antipiretics,2017-11-01,1191610.0,3018.0,48,544.4753400422734
obs_e910a18031034c1d,Daniel Gates,Antipiretics,2017-12-01,3009749.0,6450.0,50,2414.6938435541924
obs_e7f5d4735bdff3d6,Daniel Gates,Antipiretics,2018-01-01,3197728.0,7021.0,84,2487.4367812601186
obs_85871b41c90627a9,Daniel Gates,Antipiretics,2018-02-01,6833350.0,13511.0,89,2352.1384820377903
obs_9319aa5248630ad5,Daniel Gates,Antipiretics,2018-03-01,3385016.0,6091.0,96,1034.6712185068873
obs_b9bf282772d12bb6,Daniel Gates,Antipiretics,2018-04-01,2464615.0,6443.0,64,780.1666440618106
obs_eaecbbfc5084df63,Daniel Gates,Antipiretics,2018-05-01,2864962.0,5572.0,98,866.2858251307458
obs_6f5d602835b95c31,Daniel Gates,Antipiretics,2018-06-01,2770547.0,5611.0,79,954.1589355227085
obs_9535f59e1da49fb9,Daniel Gates,Antipiretics,2018-07-01,3164261.0,8584.0,89,1136.05213079422
obs_b6d0806d153187c5,Daniel Gates,Antipiretics,2018-08-01,2383991.0,5287.0,85,855.9123215941535
obs_13f1aa61197ea45d,Daniel Gates,Antipiretics,2018-09-01,2589913.0,5188.0,80,930.6811003684558
obs_c2746c6d1a230f77,Daniel Gates,Antipiretics,2018-10-01,4614914.0,10154.0,106,1912.4756454783487
obs_97e49fd0497d2bc9,Daniel Gates,Antipiretics,2018-11-01,3869031.0,7985.0,81,1562.9666791408767
obs_3fbd7c27458da79a,Daniel Gates,Antipiretics,2018-12-01,1818842.0,5879.0,62,592.3078064153807
obs_b8ce099d96f0602e,Daniel Gates,Antipiretics,2019-01-01,728259.0,1446.0,44,387.05904129784705
obs_c99f5a8d215c53ad,Daniel Gates,Antipiretics,2019-02-01,2960257.0,6215.0,55,1725.1825078333475
obs_0b872227274ab87b,Daniel Gates,Antipiretics,2019-03-01,2711733.0,6096.0,63,1559.3589804920475
obs_29409348634dab0b,Daniel Gates,Antipiretics,2019-04-01,1442164.0,3583.0,34,637.2502998915188
obs_80394ba55aa01467,Daniel Gates,Antiseptics,2017-01-01,1412881.0,3299.0,59,8108.645631067961
obs_647f912e8f747fce,Daniel Gates,Antiseptics,2017-02-01,3244147.0,10515.0,69,2364.6222794253013
obs_82297644314f444d,Daniel Gates,Antiseptics,2017-03-01,3193239.0,9427.0,81,1414.2760355074909
obs_82b535f9b798fe87,Daniel Gates,Antiseptics,2017-04-01,1688668.0,4439.0,58,635.0675196436043
obs_fbe856870eb02757,Daniel Gates,Antiseptics,2017-05-01,1449048.0,3343.0,71,580.4268922041074
obs_1aa0b80892769768,Daniel Gates,Antiseptics,2017-06-01,3584513.0,9480.0,80,2280.430406905876
obs_839771c75eddabf4,Daniel Gates,Antiseptics,2017-07-01,2014013.0,5943.0,67,1197.4073849806962
obs_fecdb2eb900a099c,Daniel Gates,Antiseptics,2017-08-01,2296634.0,6739.0,76,1133.8923504793759
obs_7b4eff6f4a2cea3f,Daniel Gates,Antiseptics,2017-09-01,3637533.0,7487.0,80,1672.1529403973402
obs_2ca11d9d5d498566,Daniel Gates,Antiseptics,2017-10-01,1356326.0,3813.0,65,680.02760536397
obs_4e2467ccf8a0c613,Daniel Gates,Antiseptics,2017-11-01,2095148.0,5892.0,65,914.2735428821028
obs_81a9d571ad0f3c40,Daniel Gates,Antiseptics,2017-12-01,3077227.0,9775.0,59,1532.4510661813713
obs_396d12c62b02a8b1,Daniel Gates,Antiseptics,2018-01-01,2555496.0,5936.0,111,1230.2439240986216
obs_e092fd0c3e760969,Daniel Gates,Antiseptics,2018-02-01,3109814.0,6965.0,101,1226.8350709626839
obs_9e6330523666fc18,Daniel Gates,Antiseptics,2018-03-01,4152972.0,11242.0,124,1387.8429550718215
obs_f54ae4a669026e09,Daniel Gates,Antiseptics,2018-04-01,15894531.0,50704.0,117,3731.110364662586
obs_419eb1119f5a9b55,Daniel Gates,Antiseptics,2018-05-01,2377894.0,5402.0,102,666.9246057021894
obs_65421b8620999480,Daniel Gates,Antiseptics,2018-06-01,3336706.0,10910.0,110,835.0365211376661
obs_eff8caabec843516,Daniel Gates,Antiseptics,2018-07-01,2507163.0,5646.0,108,797.1276541036557
obs_7549f5a41db1d2a3,Daniel Gates,Antiseptics,2018-08-01,2481099.0,6316.0,93,970.5855723927376
obs_a50d859059b89990,Daniel Gates,Antiseptics,2018-09-01,2409454.0,7103.0,113,949.7777153366194
obs_9d34fa66d4e5582c,Daniel Gates,Antiseptics,2018-10-01,5160155.0,10523.0,139,2259.604861253213
obs_6e06b428693eb0e4,Daniel Gates,Antiseptics,2018-11-01,4388580.0,9806.0,125,1896.6078548021449
obs_23aa8ee0609ca1c3,Daniel Gates,Antiseptics,2018-12-01,2574175.0,6136.0,97,677.1083748831422
obs_a0ec10f16ce2ec5f,Daniel Gates,Antiseptics,2019-01-01,1216432.0,2303.0,42,451.8309923279693
obs_2eca01bffa44d368,Daniel Gates,Antiseptics,2019-02-01,4401763.0,10546.0,59,1825.2067704602503
obs_5002acba73ef80f1,Daniel Gates,Antiseptics,2019-03-01,10193527.0,22130.0,79,3172.291249689669
obs_fc763aa90deb982e,Daniel Gates,Antiseptics,2019-04-01,4266114.0,10108.0,65,955.7157982654651
obs_64ac8dadff02984d,Daniel Gates,Mood Stabilizers,2017-01-01,2009750.0,4673.0,52,11006.067961165048
obs_38676a738b01b2da,Daniel Gates,Mood Stabilizers,2017-02-01,1985314.0,4672.0,62,969.301898390975
obs_cb3f9ee2f5c22bed,Daniel Gates,Mood Stabilizers,2017-03-01,3948884.0,8344.0,63,2149.1279996797603
obs_a24356479fcd3a45,Daniel Gates,Mood Stabilizers,2017-04-01,2013473.0,5409.0,49,979.5042251547975
obs_48e33304ef0d79b4,Daniel Gates,Mood Stabilizers,2017-05-01,3068218.0,10558.0,71,1599.3247905388266
obs_0df14494be69de5b,Daniel Gates,Mood Stabilizers,2017-06-01,1959451.0,6972.0,80,715.020643493345
obs_2a0f8b970fd2cf99,Daniel Gates,Mood Stabilizers,2017-07-01,1895115.0,5374.0,72,935.3521784479437
obs_278ad958b9c21d1d,Daniel Gates,Mood Stabilizers,2017-08-01,7109866.0,11989.0,71,3011.4072830277064
obs_0a0c51cc5fbc8297,Daniel Gates,Mood Stabilizers,2017-09-01,5891825.0,11272.0,66,2709.6482500970783
obs_2d78342e88e2905d,Daniel Gates,Mood Stabilizers,2017-10-01,2693467.0,5126.0,62,582.8785866248195
obs_c4c3d58644e26467,Daniel Gates,Mood Stabilizers,2017-11-01,2656957.0,5779.0,73,578.3664106086767
obs_f84e516d55fa22fb,Daniel Gates,Mood Stabilizers,2017-12-01,3085885.0,8569.0,48,1140.4035460472192
obs_3f2ccc085c72a579,Daniel Gates,Mood Stabilizers,2018-01-01,2909310.0,6338.0,102,1060.844357631809
obs_9f746b2b79caeaeb,Daniel Gates,Mood Stabilizers,2018-02-01,3442517.0,8984.0,102,1186.014688432612
obs_8fef2e625aee0cee,Daniel Gates,Mood Stabilizers,2018-03-01,4823750.0,10435.0,117,1647.0459151849734
obs_8ee538feda162af2,Daniel Gates,Mood Stabilizers,2018-04-01,3415611.0,6971.0,88,972.4642284553756
obs_4697f4e2d9fe010b,Daniel Gates,Mood Stabilizers,2018-05-01,6092493.0,13058.0,102,1897.789592459825
obs_03a50dbaf024fc40,Daniel Gates,Mood Stabilizers,2018-06-01,5707318.0,10650.0,95,1185.8863531726365
obs_c2339ed6bd9d90e6,Daniel Gates,Mood Stabilizers,2018-07-01,8084689.0,21418.0,116,1469.1114594804474
obs_2f32ddd0a2e94a9f,Daniel Gates,Mood Stabilizers,2018-08-01,1865312.0,4693.0,114,472.9361434151641
obs_ff228098000f31a4,Daniel Gates,Mood Stabilizers,2018-09-01,4224578.0,9610.0,93,788.9832893709819
obs_e10040da5653d166,Daniel Gates,Mood Stabilizers,2018-10-01,5000197.0,11725.0,127,1186.4038828774014
obs_a40688e3012fb701,Daniel Gates,Mood Stabilizers,2018-11-01,3822880.0,7993.0,103,908.9179997237342
obs_832b2a61982038e4,Daniel Gates,Mood Stabilizers,2018-12-01,1544908.0,3865.0,83,516.2829304391439
obs_db0fcfce59c29ec3,Daniel Gates,Mood Stabilizers,2019-01-01,1581419.0,3731.0,51,551.2175870862775
obs_b7104111d63806bf,Daniel Gates,Mood Stabilizers,2019-02-01,1765938.0,4948.0,55,1105.1934312011547
obs_93f16dd623a75aba,Daniel Gates,Mood Stabilizers,2019-03-01,2097377.0,6153.0,69,1359.5420865015558
obs_81e5813f62b2c57a,Daniel Gates,Mood Stabilizers,2019-04-01,1295882.0,2917.0,51,784.3355191735227
obs_1aa795299e0cb6ce,Erica Jones,Analgesics,2017-01-01,3676663.0,6963.0,44,19097.8786407767
obs_a52a27f658b8e268,Erica Jones,Analgesics,2017-02-01,4759267.0,7640.0,64,1320.937958148304
obs_947acac2d689eb52,Erica Jones,Analgesics,2017-03-01,2537919.0,6091.0,69,688.1257956964223
obs_eafee8335b376eb9,Erica Jones,Analgesics,2017-04-01,2764441.0,5752.0,52,797.4916998724536
obs_497a2f5d75cba8c8,Erica Jones,Analgesics,2017-05-01,6636876.0,15807.0,71,2415.437955094508
obs_a0e029c774718100,Erica Jones,Analgesics,2017-06-01,3147565.0,5748.0,69,1131.7840340572304
obs_aff9c9691d68d316,Erica Jones,Analgesics,2017-07-01,1111008.0,2699.0,61,507.0197621866396
obs_2d91acc0ed1eb224,Erica Jones,Analgesics,2017-08-01,8423333.0,18495.0,85,2549.098383017268
obs_c2868c88c9f66634,Erica Jones,Analgesics,2017-09-01,1723880.0,3661.0,52,648.8011136178176
obs_6707daeefe0bf398,Erica Jones,Analgesics,2017-10-01,1934994.0,3660.0,59,1112.21412703923
obs_650926c97abe489d,Erica Jones,Analgesics,2017-11-01,2167679.0,6793.0,62,1109.5279355172431
obs_ef23e537a280a2c6,Erica Jones,Analgesics,2017-12-01,10894409.0,26030.0,43,3983.108246460933
obs_87b552f43a581274,Erica Jones,Analgesics,2018-01-01,2517294.0,5460.0,99,1159.3269559754658
obs_8200b59379acc241,Erica Jones,Analgesics,2018-02-01,4949025.0,12531.0,111,2135.9343807163064
obs_5fe352327795efd4,Erica Jones,Analgesics,2018-03-01,6275723.0,15713.0,111,1288.9230584449238
obs_a7abda0717fdafce,Erica Jones,Analgesics,2018-04-01,2313299.0,4419.0,87,590.3581552765395
obs_743e3830c1000d77,Erica Jones,Analgesics,2018-05-01,3192406.0,7100.0,95,719.702108138099
obs_408f08c4ec4b9aae,Erica Jones,Analgesics,2018-06-01,6069896.0,17302.0,100,2057.4692381785712
obs_3abbeaeaec1941c9,Erica Jones,Analgesics,2018-07-01,3712750.0,8616.0,96,1161.4008566287607
obs_d25e74c6df97189c,Erica Jones,Analgesics,2018-08-01,1769417.0,3422.0,98,597.0232137615525
obs_8d0ba40c6ed54109,Erica Jones,Analgesics,2018-09-01,3200428.0,7681.0,96,877.6772575218039
obs_0cf0ac05045e9dd9,Erica Jones,Analgesics,2018-10-01,11008997.0,23237.0,131,2919.830816681667
obs_2850203b29d86c7b,Erica Jones,Analgesics,2018-11-01,828665.0,3621.0,114,438.5362972265566
obs_4f95d43413528ed7,Erica Jones,Analgesics,2018-12-01,6953390.0,15233.0,79,2304.6814484921865
obs_94a0c4eb8176a145,Erica Jones,Analgesics,2019-01-01,669335.0,1454.0,37,320.092408791817
obs_15d69bb41dff4fe7,Erica Jones,Analgesics,2019-02-01,4677740.0,10750.0,70,3990.2479564305645
obs_b4c23df3fe6a3030,Erica Jones,Analgesics,2019-03-01,5401827.0,9691.0,63,1151.4492663684034
obs_e4d904bef15cb6d9,Erica Jones,Analgesics,2019-04-01,2774061.0,6289.0,42,681.821206415296
obs_9c3dcfd269f1daed,Erica Jones,Antibiotics,2017-01-01,990038.0,2035.0,39,6056.0097087378645
obs_5db6a16e24782000,Erica Jones,Antibiotics,2017-02-01,2829386.0,5998.0,43,2637.3087189729717
obs_9ff330ee056b6bf3,Erica Jones,Antibiotics,2017-03-01,3487695.0,5795.0,48,1966.375853064125
obs_a9b92a41baf4fcfd,Erica Jones,Antibiotics,2017-04-01,3177909.0,5948.0,44,1113.0821950810707
obs_b49cf9291af38640,Erica Jones,Antibiotics,2017-05-01,5710762.0,12194.0,46,1930.84797512043
obs_1ecc14141825d009,Erica Jones,Antibiotics,2017-06-01,765774.0,1500.0,29,409.8770612638049
obs_1b6de767e8ff2313,Erica Jones,Antibiotics,2017-07-01,3364803.0,7396.0,59,1034.964039690176
obs_88347e381f25c2a3,Erica Jones,Antibiotics,2017-08-01,2501970.0,6072.0,60,791.4352089955877
obs_f1287555d5f46daa,Erica Jones,Antibiotics,2017-09-01,2083237.0,4617.0,53,856.2903014948492
obs_5f4f5b630be891ef,Erica Jones,Antibiotics,2017-10-01,2553484.0,7301.0,58,993.1476035718804
obs_b8596af14b0de19a,Erica Jones,Antibiotics,2017-11-01,2562115.0,5888.0,50,995.6595076865838
obs_9cfab4050a288096,Erica Jones,Antibiotics,2017-12-01,1992531.0,4216.0,43,818.1931382294312
obs_846f3c1b9f22cc40,Erica Jones,Antibiotics,2018-01-01,1994785.0,4341.0,80,818.8358922611471
obs_11d1908dd080d16d,Erica Jones,Antibiotics,2018-02-01,4450099.0,11925.0,104,2332.9448953193996
obs_0b5365c4f5e77a73,Erica Jones,Antibiotics,2018-03-01,2776181.0,5452.0,100,1438.9798645112764
obs_af37b35f684f563e,Erica Jones,Antibiotics,2018-04-01,2271784.0,6151.0,93,845.8587175999824
obs_b8e5434a0f5313f8,Erica Jones,Antibiotics,2018-05-01,6649585.0,15617.0,83,2412.731782796275
obs_ad65eea82bf5323a,Erica Jones,Antibiotics,2018-06-01,3898667.0,8556.0,88,1454.2808052829628
obs_5dcdeaf28a91fe21,Erica Jones,Antibiotics,2018-07-01,1897161.0,4472.0,71,604.3333946247163
obs_f71b9b50c4274c0f,Erica Jones,Antibiotics,2018-08-01,3731294.0,6895.0,98,946.8950286047607
obs_732536e08786e6c7,Erica Jones,Antibiotics,2018-09-01,2092339.0,4499.0,77,658.3162076035768
obs_f65d22be8bfa06d9,Erica Jones,Antibiotics,2018-10-01,2501562.0,4998.0,95,1200.948538258969
obs_54820cc69d912153,Erica Jones,Antibiotics,2018-11-01,4950537.0,10125.0,90,2151.6727358455178
obs_7bee3b75cbfd01b5,Erica Jones,Antibiotics,2018-12-01,1933745.0,3602.0,68,812.8750147199293
obs_baf102b14125479d,Erica Jones,Antibiotics,2019-01-01,748405.0,1357.0,45,467.8459286987005
obs_cf31dd46a83fc1e5,Erica Jones,Antibiotics,2019-02-01,3465575.0,5767.0,55,1924.9480427422545
obs_75a12c5a719bc3f8,Erica Jones,Antibiotics,2019-03-01,3589583.0,5343.0,60,2002.773787931547
obs_570846473486eb2a,Erica Jones,Antibiotics,2019-04-01,972198.0,2433.0,41,454.26946900544465
obs_7c90c9b465b3ce03,Erica Jones,Antimalarial,2017-01-01,1096088.0,4199.0,50,6570.815533980583
obs_4624815e1b6571f4,Erica Jones,Antimalarial,2017-02-01,1127222.0,4369.0,50,998.8383400298168
obs_788da99fadf55c29,Erica Jones,Antimalarial,2017-03-01,2288751.0,5717.0,54,2248.626315622386
obs_be640ec06b900c95,Erica Jones,Antimalarial,2017-04-01,-66235.0,670.0,35,250.0
obs_d20fdf27a33e0234,Erica Jones,Antimalarial,2017-05-01,1131283.0,3585.0,55,980.7786374658705
obs_58d925454f9e05fc,Erica Jones,Antimalarial,2017-06-01,1093280.0,5128.0,69,953.6945396535726
obs_65323f996fed38ad,Erica Jones,Antimalarial,2017-07-01,1682456.0,4560.0,61,1617.6053106071474
obs_f5f9917acc9d5593,Erica Jones,Antimalarial,2017-08-01,1172566.0,3553.0,54,1007.8788776029182
obs_e80cef77c45a5f5e,Erica Jones,Antimalarial,2017-09-01,1288336.0,2966.0,57,1083.4128425238289
obs_7c9ad99ab054b16d,Erica Jones,Antimalarial,2017-10-01,1894836.0,7546.0,58,1534.9056864258891
obs_c9d9306b6ae8157e,Erica Jones,Antimalarial,2017-11-01,2019471.0,4490.0,51,1652.3098946147195
obs_f8232747ddf33b37,Erica Jones,Antimalarial,2017-12-01,2277776.0,6365.0,32,1208.8551527076338
obs_161d6f5cb3beed1f,Erica Jones,Antimalarial,2018-01-01,3621875.0,7167.0,70,1926.5498830793006
obs_9de119baa3b059b5,Erica Jones,Antimalarial,2018-02-01,3095661.0,10750.0,84,1399.358912215717
obs_08a026b4d2571082,Erica Jones,Antimalarial,2018-03-01,1863880.0,4884.0,71,688.4182165803302
obs_155361f7eadc6348,Erica Jones,Antimalarial,2018-04-01,1256918.0,4335.0,77,545.6497993152539
obs_d8848fed50d11de1,Erica Jones,Antimalarial,2018-05-01,3367656.0,8192.0,76,1942.7168943540055
obs_e3fcdac9c6a4c5c6,Erica Jones,Antimalarial,2018-06-01,1627434.0,13915.0,69,885.7838258265302
obs_4f83bbe75832bd5b,Erica Jones,Antimalarial,2018-07-01,3094957.0,7526.0,86,2057.9373889810763
obs_7b7ec58e8a1270ed,Erica Jones,Antimalarial,2018-08-01,1210582.0,4577.0,69,534.8155071533515
obs_1c1b4c9da23469ae,Erica Jones,Antimalarial,2018-09-01,4377268.0,9256.0,78,2555.667313476784
obs_e9fe998905709e1d,Erica Jones,Antimalarial,2018-10-01,3532173.0,10164.0,96,1135.0330451914526
obs_0a141093362c3096,Erica Jones,Antimalarial,2018-11-01,4172860.0,24886.0,94,1183.7209659427476
obs_c6dfad417a3890fc,Erica Jones,Antimalarial,2018-12-01,826960.0,3240.0,59,394.30278988651077
obs_86c4a6b685d8f5e6,Erica Jones,Antimalarial,2019-01-01,791476.0,2574.0,51,413.1623014297871
obs_b2acf47a04294fcd,Erica Jones,Antimalarial,2019-02-01,1430130.0,2953.0,48,1848.7649465441796
obs_75dbaa4dbb0c93da,Erica Jones,Antimalarial,2019-03-01,12995502.0,26461.0,57,8878.5384015005
obs_cd9f5091b691e0dd,Erica Jones,Antimalarial,2019-04-01,1794184.0,3476.0,32,1272.5243628133746
obs_900a98b2fa1dd5d2,Erica Jones,Antipiretics,2017-01-01,1575939.0,3432.0,40,8900.189320388348
obs_49941b43ad514681,Erica Jones,Antipiretics,2017-02-01,1355940.0,2675.0,42,876.5058174563295
obs_9872583637a9443a,Erica Jones,Antipiretics,2017-03-01,2509613.0,5893.0,59,1827.6074624226949
obs_796b446d5c201de7,Erica Jones,Antipiretics,2017-04-01,1950727.0,3527.0,34,1252.207341732345
obs_fdf518b8ae53a4d8,Erica Jones,Antipiretics,2017-05-01,3747109.0,6198.0,55,2081.162883704781
obs_427eb79a1ed182ca,Erica Jones,Antipiretics,2017-06-01,1612394.0,3643.0,50,717.8304188617423
obs_0060b9c28244647e,Erica Jones,Antipiretics,2017-07-01,1355633.0,2777.0,50,756.0223228401464
obs_d2edd6a25a82f42d,Erica Jones,Antipiretics,2017-08-01,2869509.0,5646.0,47,1909.7784629262178
obs_193e15cd476de669,Erica Jones,Antipiretics,2017-09-01,3903865.0,7927.0,49,2425.3207324558257
obs_879dc48fd82bd515,Erica Jones,Antipiretics,2017-10-01,1417408.0,3146.0,60,609.6758901552479
obs_ef93e4f99b59d101,Erica Jones,Antipiretics,2017-11-01,791353.0,1847.0,51,450.81063088540907
obs_410eae61eac6c92d,Erica Jones,Antipiretics,2017-12-01,5542775.0,11739.0,46,3148.301318835618
obs_34f2956a032ddbc7,Erica Jones,Antipiretics,2018-01-01,3439420.0,9279.0,79,2427.9398445777792
obs_5122b66ff9e538cb,Erica Jones,Antipiretics,2018-02-01,2128634.0,4382.0,84,700.6504624594359
obs_1de566a2e8bd77d1,Erica Jones,Antipiretics,2018-03-01,18227676.0,38280.0,88,3822.6391100147666
obs_67b7822b7c5131b2,Erica Jones,Antipiretics,2018-04-01,3659633.0,20107.0,80,1041.2939345779287
obs_3d87973f8b310e5f,Erica Jones,Antipiretics,2018-05-01,3791887.0,7147.0,88,1007.4497529261774
obs_ade2ee1e771e5f33,Erica Jones,Antipiretics,2018-06-01,3474361.0,8788.0,95,917.1808823847089
obs_a83cddd2da17568b,Erica Jones,Antipiretics,2018-07-01,3470986.0,7142.0,91,940.6203409716935
obs_fffd8da94d1acdaf,Erica Jones,Antipiretics,2018-08-01,3055388.0,11222.0,70,890.3471278254161
obs_44038fa39e94b163,Erica Jones,Antipiretics,2018-09-01,2837368.0,6408.0,70,845.2327840544948
obs_3ab658cf89b7aac7,Erica Jones,Antipiretics,2018-10-01,2957917.0,6374.0,102,954.9262019267036
obs_d4ef4ce81469a50a,Erica Jones,Antipiretics,2018-11-01,6106880.0,13602.0,85,2252.227193788376
obs_c4e7dd5ed759585a,Erica Jones,Antipiretics,2018-12-01,4298092.0,7612.0,65,1513.4474084165192
obs_84db3e00ddd03327,Erica Jones,Antipiretics,2019-01-01,577619.0,1267.0,46,347.85652778565486
obs_0deef46e6f835f36,Erica Jones,Antipiretics,2019-02-01,13112959.0,23679.0,49,2731.00926589517
obs_dae0b526a7776639,Erica Jones,Antipiretics,2019-03-01,1901470.0,4169.0,49,572.1349226541877
obs_d59c2b4863b3bc0b,Erica Jones,Antipiretics,2019-04-01,2168682.0,4244.0,37,1134.137341671423
obs_b456484b52b4e4f1,Erica Jones,Antiseptics,2017-01-01,1665600.0,3707.0,61,9335.436893203885
obs_9dd3730aaed3d08b,Erica Jones,Antiseptics,2017-02-01,2938416.0,6850.0,76,1890.9935368344475
obs_7c853d39bb1b9102,Erica Jones,Antiseptics,2017-03-01,2711042.0,12374.0,65,1179.2302696442005
obs_0e4abbc6c11b00de,Erica Jones,Antiseptics,2017-04-01,3634656.0,8769.0,55,1377.0460919683783
obs_408ce70b542c7cf5,Erica Jones,Antiseptics,2017-05-01,1414761.0,4549.0,84,600.5854095196287
obs_db21fbee777446a6,Erica Jones,Antiseptics,2017-06-01,2181441.0,6516.0,67,835.9104774552953
